,CV(%),RMSE,MAPE,R_square
wt_temp,53.2830555258059,8.603109196194529,46.003362590079284,-1.851584345891537
wt_tmpap,76.13569882857173,9.654822743108415,73.76587499990652,-2.0933966574785936
wt_hr,54.47164726969358,34.11890856004852,55.65856036427213,-0.6073540899073053
wt_max_windgust,89.64066187299224,6.923661594699962,10302.7816633949,-0.16740949844785732
wt_mean_windspd,99.38701673076362,4.236321019193995,8025.653622494717,-0.16003145570140834
wt_mean_pres,1.3841282186877466,14.06950258495451,1.0772218685679331,-1.3149224287329777
wt_mean_solarrad,241.73800183714292,459.2808203737298,204640.42475138034,0.3633015001571101
wt_rain_day,1032.4370590373587,7.652506053180382,223478.2976641302,-5.54064000742308
