,CV(%),RMSE,MAPE,R_square
wt_temp,53.492556211569834,8.619861915934774,46.48759682800946,-1.8379005460139048
wt_tmpap,76.30259527294173,9.657745120708388,74.07072960816998,-2.1012284310011546
wt_hr,55.10185761831548,34.535506462727085,55.5547322260947,-0.6876602099703385
wt_max_windgust,88.87376942116684,6.867913822334747,10227.856148397183,-0.13223938859022333
wt_mean_windspd,98.8099810646049,4.21431416770581,7960.415941999837,-0.1371064283775919
wt_mean_pres,1.3865095129761222,14.093712978654244,1.0763593763559123,-1.34976695133954
wt_mean_solarrad,236.24370827109323,446.35953167174705,205385.7743734469,0.4201773307090737
wt_rain_day,1078.0965694207189,7.703358523148833,217696.34151007104,-7.888846789310148
