,CV(%),RMSE,MAPE,R_square
wt_temp,26.636761062512967,4.314525684807011,22.887058580927903,-0.9268829705391519
wt_tmpap,38.284618904170294,4.860928388112768,37.19643268008814,-1.0730448952535379
wt_hr,29.919680739859473,18.72083008709054,30.66305483570942,-0.5588958954452095
wt_max_windgust,45.64527174182029,3.523091194654446,5248.923798218524,-0.12265500038467665
wt_mean_windspd,50.26283251411317,2.1408180382834785,4027.168808436635,-0.102955030842328
wt_mean_pres,0.7247860724242334,7.3679140193645125,0.5719897597617105,-1.0865458421360443
wt_mean_solarrad,97.7512285230952,191.82669286038893,1279.2167963807199,0.4588702259432217
wt_rain_day,629.2084540941795,4.370095614882732,129753.7902602466,-4.868103516285748
