,wt_temp_true,wt_temp
2014-06-08 03:00:00,15.2,17.096610169491523
2014-06-08 04:00:00,15.1,17.016949152542374
2014-06-08 05:00:00,15.2,16.9864406779661
2014-06-08 06:00:00,15.5,17.218644067796614
2014-06-08 07:00:00,16.3,17.77457627118644
2014-06-08 08:00:00,16.4,18.65423728813559
2014-06-08 09:00:00,17.3,19.638983050847454
2014-06-08 10:00:00,17.6,20.61186440677966
2014-06-08 11:00:00,17.9,21.572881355932207
2014-06-08 12:00:00,18.1,22.257627118644074
2014-06-08 13:00:00,18.4,22.772881355932203
2014-06-08 14:00:00,18.8,22.922033898305077
2014-06-08 15:00:00,18.4,22.86610169491525
2014-06-08 16:00:00,18.4,22.36271186440678
2014-06-08 17:00:00,18.1,21.591525423728815
2014-06-08 18:00:00,17.6,20.901694915254236
2014-06-08 19:00:00,16.8,20.02033898305085
2014-06-08 20:00:00,16.4,19.066101694915258
2014-06-08 21:00:00,16.3,18.484745762711867
2014-06-08 22:00:00,16.2,18.10677966101695
2014-06-08 23:00:00,16.1,17.898275862068967
2014-06-09 00:00:00,15.8,17.593220338983052
2014-06-09 01:00:00,15.6,17.452542372881357
2014-06-09 02:00:00,15.3,17.269491525423728
2014-06-09 03:00:00,15.2,17.096610169491523
2014-06-09 04:00:00,15.1,17.016949152542374
2014-06-09 05:00:00,15.0,16.9864406779661
2014-06-09 06:00:00,15.7,17.218644067796614
2014-06-09 07:00:00,15.9,17.77457627118644
2014-06-09 08:00:00,16.9,18.65423728813559
2014-06-09 09:00:00,17.5,19.638983050847454
2014-06-09 10:00:00,18.2,20.61186440677966
2014-06-09 11:00:00,18.5,21.572881355932207
2014-06-09 12:00:00,18.8,22.257627118644074
2014-06-09 13:00:00,19.1,22.772881355932203
2014-06-09 14:00:00,19.2,22.922033898305077
2014-06-09 15:00:00,18.9,22.86610169491525
2014-06-09 16:00:00,18.6,22.36271186440678
2014-06-09 17:00:00,18.1,21.591525423728815
2014-06-09 18:00:00,17.9,20.901694915254236
2014-06-09 19:00:00,17.2,20.02033898305085
2014-06-09 20:00:00,16.6,19.066101694915258
2014-06-09 21:00:00,16.1,18.484745762711867
2014-06-09 22:00:00,15.5,18.10677966101695
2014-06-09 23:00:00,15.3,17.898275862068967
2014-06-10 00:00:00,15.0,17.593220338983052
2014-06-10 01:00:00,14.9,17.452542372881357
2014-06-10 02:00:00,14.7,17.269491525423728
2014-06-10 03:00:00,14.6,17.096610169491523
2014-06-10 04:00:00,14.7,17.016949152542374
2014-06-10 05:00:00,14.6,16.9864406779661
2014-06-10 06:00:00,14.8,17.218644067796614
2014-06-10 07:00:00,15.5,17.77457627118644
2014-06-10 08:00:00,16.8,18.65423728813559
2014-06-10 09:00:00,17.8,19.638983050847454
2014-06-10 10:00:00,18.7,20.61186440677966
2014-06-10 11:00:00,19.3,21.572881355932207
2014-06-10 12:00:00,20.0,22.257627118644074
2014-06-10 13:00:00,20.5,22.772881355932203
2014-06-10 14:00:00,20.1,22.922033898305077
2014-06-10 15:00:00,20.2,22.86610169491525
2014-06-10 16:00:00,19.9,22.36271186440678
2014-06-10 17:00:00,19.3,21.591525423728815
2014-06-10 18:00:00,18.3,20.901694915254236
2014-06-10 19:00:00,17.3,20.02033898305085
2014-06-10 20:00:00,16.1,19.066101694915258
2014-06-10 21:00:00,15.3,18.484745762711867
2014-06-10 22:00:00,15.0,18.10677966101695
2014-06-10 23:00:00,14.7,17.898275862068967
2014-06-11 00:00:00,14.7,17.593220338983052
2014-06-11 01:00:00,14.6,17.452542372881357
2014-06-11 02:00:00,14.5,17.269491525423728
2014-06-11 03:00:00,14.6,17.096610169491523
2014-06-11 04:00:00,14.6,17.016949152542374
2014-06-11 05:00:00,14.5,16.9864406779661
2014-06-11 06:00:00,15.2,17.218644067796614
2014-06-11 07:00:00,16.8,17.77457627118644
2014-06-11 08:00:00,18.6,18.65423728813559
2014-06-11 09:00:00,20.8,19.638983050847454
2014-06-11 10:00:00,22.7,20.61186440677966
2014-06-11 11:00:00,24.2,21.572881355932207
2014-06-11 12:00:00,25.3,22.257627118644074
2014-06-11 13:00:00,26.7,22.772881355932203
2014-06-11 14:00:00,28.0,22.922033898305077
2014-06-11 15:00:00,27.1,22.86610169491525
2014-06-11 16:00:00,25.6,22.36271186440678
2014-06-11 17:00:00,25.0,21.591525423728815
2014-06-11 18:00:00,23.9,20.901694915254236
