,wt_tmpap_true,wt_tmpap
2014-04-21 15:00:00,11.7,16.566101694915258
2014-04-21 16:00:00,11.7,16.35084745762712
2014-04-21 17:00:00,10.8,15.748275862068967
2014-04-21 18:00:00,10.5,14.841379310344829
2014-04-21 19:00:00,10.5,13.837931034482759
2014-04-21 20:00:00,10.8,13.37241379310345
2014-04-21 21:00:00,10.4,13.144827586206894
2014-04-21 22:00:00,10.3,13.012068965517242
2014-04-21 23:00:00,11.0,12.70344827586207
2014-04-22 00:00:00,11.0,12.494827586206897
2014-04-22 01:00:00,11.3,12.320689655172414
2014-04-22 02:00:00,11.1,12.063793103448276
2014-04-22 03:00:00,10.2,11.843103448275862
2014-04-22 04:00:00,10.0,11.646551724137932
2014-04-22 05:00:00,10.1,11.549999999999997
2014-04-22 06:00:00,11.3,11.648275862068965
2014-04-22 07:00:00,12.5,12.22758620689655
2014-04-22 08:00:00,11.6,12.960344827586205
2014-04-22 09:00:00,11.3,13.78103448275862
2014-04-22 10:00:00,11.0,14.70344827586207
2014-04-22 11:00:00,10.7,15.41896551724138
2014-04-22 12:00:00,11.0,15.96206896551724
2014-04-22 13:00:00,11.7,16.23793103448276
2014-04-22 14:00:00,11.2,16.352542372881356
2014-04-22 15:00:00,10.7,16.566101694915258
2014-04-22 16:00:00,10.4,16.35084745762712
2014-04-22 17:00:00,10.4,15.748275862068967
2014-04-22 18:00:00,10.4,14.841379310344829
2014-04-22 19:00:00,11.1,13.837931034482759
2014-04-22 20:00:00,11.6,13.37241379310345
2014-04-22 21:00:00,11.6,13.144827586206894
2014-04-22 22:00:00,11.5,13.012068965517242
2014-04-22 23:00:00,11.1,12.70344827586207
2014-04-23 00:00:00,10.8,12.494827586206897
2014-04-23 01:00:00,10.6,12.320689655172414
2014-04-23 02:00:00,10.7,12.063793103448276
2014-04-23 03:00:00,10.9,11.843103448275862
2014-04-23 04:00:00,9.6,11.646551724137932
2014-04-23 05:00:00,8.0,11.549999999999997
2014-04-23 06:00:00,7.4,11.648275862068965
2014-04-23 07:00:00,9.3,12.22758620689655
2014-04-23 08:00:00,9.7,12.960344827586205
2014-04-23 09:00:00,12.0,13.78103448275862
2014-04-23 10:00:00,12.6,14.70344827586207
2014-04-23 11:00:00,12.3,15.41896551724138
2014-04-23 12:00:00,13.6,15.96206896551724
2014-04-23 13:00:00,15.6,16.23793103448276
2014-04-23 14:00:00,13.7,16.352542372881356
