,civil_true,civil
2014-04-02 20:00:00,230.43539,139.98854492499999
2014-04-02 21:00:00,162.05500999999995,119.67247694833333
2014-04-02 22:00:00,110.24475,113.45444078666667
2014-04-02 23:00:00,101.38699,110.31585070499999
2014-04-03 00:00:00,101.50153000000002,102.88632814500001
2014-04-03 01:00:00,101.5588,96.362664265
2014-04-03 02:00:00,101.53971,93.71681889999998
2014-04-03 03:00:00,97.81716,91.47070222666666
2014-04-03 04:00:00,96.17541999999999,90.18821057333331
2014-04-03 05:00:00,96.74812,94.26370603833334
2014-04-03 06:00:00,112.70736000000001,104.93667686833332
2014-04-03 07:00:00,128.49479,152.0715158816667
2014-04-03 08:00:00,293.71874,207.95660637833333
2014-04-03 09:00:00,402.28357,231.40989313833336
2014-04-03 10:00:00,445.67514000000006,249.24961267833336
2014-04-03 11:00:00,445.5606,250.98892803166663
2014-04-03 12:00:00,419.08277,253.4058174816667
2014-04-03 13:00:00,415.36022,252.21767815333334
2014-04-03 14:00:00,417.78465,255.01889702833333
2014-04-03 15:00:00,432.48395,253.3152736116667
2014-04-03 16:00:00,433.51480999999995,245.8205332483333
2014-04-03 17:00:00,430.51767999999987,223.47208023833335
2014-04-03 18:00:00,397.37744,202.46673281333332
2014-04-03 19:00:00,328.36709,169.62054244666666
2014-04-03 20:00:00,258.2877,139.98854492499999
2014-04-03 21:00:00,189.20099,119.67247694833333
2014-04-03 22:00:00,130.97648999999998,113.45444078666667
2014-04-03 23:00:00,120.49608,110.31585070499999
2014-04-04 00:00:00,113.26097,102.88632814500001
2014-04-04 01:00:00,107.24761999999998,96.362664265
2014-04-04 02:00:00,103.02873,93.71681889999998
2014-04-04 03:00:00,102.85692,91.47070222666666
2014-04-04 04:00:00,101.65425,90.18821057333331
2014-04-04 05:00:00,100.35613,94.26370603833334
2014-04-04 06:00:00,119.33159,104.93667686833332
2014-04-04 07:00:00,127.84573,152.0715158816667
2014-04-04 08:00:00,280.20302000000004,207.95660637833333
2014-04-04 09:00:00,393.29217999999986,231.40989313833336
2014-04-04 10:00:00,409.49959,249.24961267833336
2014-04-04 11:00:00,408.77417,250.98892803166663
2014-04-04 12:00:00,413.4894,253.4058174816667
2014-04-04 13:00:00,418.8346,252.21767815333334
2014-04-04 14:00:00,408.04875,255.01889702833333
2014-04-04 15:00:00,412.80216,253.3152736116667
2014-04-04 16:00:00,401.15726,245.8205332483333
2014-04-04 17:00:00,373.47676,223.47208023833335
2014-04-04 18:00:00,370.11692,202.46673281333332
2014-04-04 19:00:00,318.21120999999994,169.62054244666666
2014-04-04 20:00:00,252.92341,139.98854492499999
2014-04-04 21:00:00,183.01583,119.67247694833333
2014-04-04 22:00:00,130.88103999999998,113.45444078666667
2014-04-04 23:00:00,113.50913999999999,110.31585070499999
2014-04-05 00:00:00,126.70033000000001,102.88632814500001
2014-04-05 01:00:00,124.4668,96.362664265
2014-04-05 02:00:00,116.81171,93.71681889999998
2014-04-05 03:00:00,117.51803999999998,91.47070222666666
2014-04-05 04:00:00,112.84099,90.18821057333331
2014-04-05 05:00:00,109.53842,94.26370603833334
2014-04-05 06:00:00,106.69401,104.93667686833332
2014-04-05 07:00:00,102.95237,152.0715158816667
2014-04-05 08:00:00,97.7408,207.95660637833333
2014-04-05 09:00:00,99.11528,231.40989313833336
2014-04-05 10:00:00,103.46779999999998,249.24961267833336
2014-04-05 11:00:00,105.58679,250.98892803166663
