,south_tower_true,south_tower
2014-06-12 13:00:00,114.55407086946869,315.01759713333337
2014-06-12 14:00:00,112.93476488897377,321.9005510666666
2014-06-12 15:00:00,115.93489940922815,325.6018937250001
2014-06-12 16:00:00,116.89444505179888,313.9159784
2014-06-12 17:00:00,115.15327899114729,297.14259283333325
2014-06-12 18:00:00,124.05383187754455,259.8358809833333
2014-06-12 19:00:00,121.91941231657414,153.7378673
2014-06-12 20:00:00,121.16718395499521,123.45619993333334
2014-06-12 21:00:00,121.34539133673631,106.83165292500001
2014-06-12 22:00:00,115.21462800796257,101.73704137499999
2014-06-12 23:00:00,107.70428238035898,100.91780475833333
2014-06-13 00:00:00,150.994944,100.687848075
2014-06-13 01:00:00,146.7667726220975,99.40827929999999
2014-06-13 02:00:00,143.18911877986437,98.46834328333333
2014-06-13 03:00:00,146.76419398529592,98.44406429166666
2014-06-13 04:00:00,143.97964058473337,97.45331245833334
2014-06-13 05:00:00,145.65773485874936,99.23110493333334
2014-06-13 06:00:00,143.53321220836887,101.8803373166667
2014-06-13 07:00:00,143.4521514319183,206.69969264166667
2014-06-13 08:00:00,150.06176074348502,281.2261351333334
2014-06-13 09:00:00,328.53884063945685,273.03757815000006
2014-06-13 10:00:00,246.9314568837497,317.83203008333334
2014-06-13 11:00:00,313.3148380232338,312.88045955833337
2014-06-13 12:00:00,324.71019084741465,321.72710212499993
2014-06-13 13:00:00,343.5684778800628,315.01759713333337
2014-06-13 14:00:00,355.7587911736263,321.9005510666666
2014-06-13 15:00:00,355.3959654444676,325.6018937250001
2014-06-13 16:00:00,351.5700839686029,313.9159784
2014-06-13 17:00:00,280.11875882860807,297.14259283333325
2014-06-13 18:00:00,288.39313305117724,259.8358809833333
2014-06-13 19:00:00,241.68837280753536,153.7378673
2014-06-13 20:00:00,175.8022330355776,123.45619993333334
2014-06-13 21:00:00,151.12268929949238,106.83165292500001
2014-06-13 22:00:00,150.93058085777074,101.73704137499999
2014-06-13 23:00:00,150.73716220784928,100.91780475833333
2014-06-14 00:00:00,150.12694694379903,100.687848075
2014-06-14 01:00:00,150.41715722448978,99.40827929999999
2014-06-14 02:00:00,150.12464070997774,98.46834328333333
2014-06-14 03:00:00,149.78071189309026,98.44406429166666
2014-06-14 04:00:00,150.06192535510206,97.45331245833334
2014-06-14 05:00:00,150.9630076751269,99.23110493333334
2014-06-14 06:00:00,149.51821151311745,101.8803373166667
2014-06-14 07:00:00,150.4174831053558,206.69969264166667
2014-06-14 08:00:00,240.24390586875973,281.2261351333334
2014-06-14 09:00:00,297.1891548031398,273.03757815000006
2014-06-14 10:00:00,232.73537591357967,317.83203008333334
2014-06-14 11:00:00,238.8237287527927,312.88045955833337
2014-06-14 12:00:00,269.7579474017961,321.72710212499993
2014-06-14 13:00:00,307.3733463208792,315.01759713333337
2014-06-14 14:00:00,290.88947657821166,321.9005510666666
2014-06-14 15:00:00,237.77818845839886,325.6018937250001
2014-06-14 16:00:00,151.8333109651491,313.9159784
2014-06-14 17:00:00,150.99494399999998,297.14259283333325
2014-06-14 18:00:00,150.93041624615384,259.8358809833333
2014-06-14 19:00:00,150.994944,153.7378673
2014-06-14 20:00:00,149.34948627692302,123.45619993333334
2014-06-14 21:00:00,148.0397694050761,106.83165292500001
2014-06-14 23:00:00,142.6181278737993,100.91780475833333
2014-06-15 00:00:00,143.80146062546356,100.687848075
2014-06-15 01:00:00,137.28987460722132,99.40827929999999
2014-06-15 02:00:00,140.8711290152284,98.46834328333333
2014-06-15 03:00:00,136.82946427051934,98.44406429166666
2014-06-15 04:00:00,140.57305664974618,97.45331245833334
2014-06-15 05:00:00,138.7456437629051,99.23110493333334
2014-06-15 06:00:00,137.7811667517376,101.8803373166667
2014-06-15 07:00:00,139.56744093940344,206.69969264166667
2014-06-15 08:00:00,127.17218618273156,281.2261351333334
2014-06-15 09:00:00,140.47181716295134,273.03757815000006
2014-06-15 10:00:00,137.3677541376066,317.83203008333334
2014-06-15 11:00:00,136.81042222055004,312.88045955833337
2014-06-15 12:00:00,141.43341739447138,321.72710212499993
2014-06-15 13:00:00,142.67095357998232,315.01759713333337
2014-06-15 14:00:00,146.5561774347689,321.9005510666666
2014-06-15 15:00:00,139.51460061036104,325.6018937250001
2014-06-15 16:00:00,148.10875737075037,313.9159784
2014-06-15 17:00:00,145.5777045125111,297.14259283333325
2014-06-15 18:00:00,144.79721177843481,259.8358809833333
2014-06-15 19:00:00,144.98423311271583,153.7378673
2014-06-15 20:00:00,149.38244368147826,123.45619993333334
2014-06-15 21:00:00,150.83362461538462,106.83165292500001
2014-06-15 22:00:00,149.64452224161408,101.73704137499999
2014-06-15 23:00:00,149.98896222226003,100.91780475833333
2014-06-16 00:00:00,149.90685644057967,100.687848075
2014-06-16 01:00:00,150.90420184615385,99.40827929999999
2014-06-16 02:00:00,149.59845001560757,98.46834328333333
2014-06-16 03:00:00,149.10650126619154,98.44406429166666
2014-06-16 04:00:00,149.46584096349994,97.45331245833334
2014-06-16 05:00:00,144.22328488000616,99.23110493333334
