,civil_true,civil
2014-06-24 16:00:00,368.09337999999997,288.4942333433333
2014-06-24 17:00:00,381.2273,266.48908534833333
2014-06-24 18:00:00,380.13917000000004,230.08539075833335
2014-06-24 19:00:00,320.3302,175.71515539499998
2014-06-24 20:00:00,254.10699,141.50465363500004
2014-06-24 21:00:00,193.01899,128.85980670833334
2014-06-24 22:00:00,140.10151000000002,122.34498786166665
2014-06-24 23:00:00,140.73147999999998,120.31458500666668
2014-06-25 00:00:00,137.61981,116.27839267
2014-06-25 01:00:00,133.36274,110.03322643666667
2014-06-25 02:00:00,133.74453999999997,107.28575227500002
2014-06-25 03:00:00,135.38628,104.28674827333333
2014-06-25 04:00:00,130.30834,101.995684195
2014-06-25 05:00:00,150.33375,104.34698995000001
2014-06-25 06:00:00,157.05343,108.54056024666667
2014-06-25 07:00:00,147.77569,154.32176235833336
2014-06-25 08:00:00,213.50256,209.981113605
2014-06-25 09:00:00,277.43497,248.56961097000004
2014-06-25 10:00:00,314.0305,274.67157796
2014-06-25 11:00:00,340.0501700000001,284.32456690833334
2014-06-25 12:00:00,342.89458,287.939862925
2014-06-25 13:00:00,363.22542999999996,281.070918215
2014-06-25 14:00:00,332.52871,285.05125321166673
2014-06-25 15:00:00,354.99763999999993,289.8418632583333
2014-06-25 16:00:00,359.98013000000014,288.4942333433333
2014-06-25 17:00:00,363.74086,266.48908534833333
2014-06-25 18:00:00,359.35016,230.08539075833335
2014-06-25 19:00:00,316.0158600000001,175.71515539499998
2014-06-25 20:00:00,239.92312,141.50465363500004
2014-06-25 21:00:00,183.0731,128.85980670833334
2014-06-25 22:00:00,135.00447999999997,122.34498786166665
2014-06-25 23:00:00,127.50211000000002,120.31458500666668
2014-06-26 00:00:00,133.61091000000002,116.27839267
2014-06-26 01:00:00,128.05571999999998,110.03322643666667
2014-06-26 02:00:00,127.02486,107.28575227500002
2014-06-26 03:00:00,128.53296999999998,104.28674827333333
2014-06-26 04:00:00,128.76205,101.995684195
2014-06-26 05:00:00,154.41901000000001,104.34698995000001
