,wt_tmpap_true,wt_tmpap
2014-06-08 03:00:00,14.7,12.124946723715242
2014-06-08 04:00:00,14.1,12.12507832152991
2014-06-08 05:00:00,13.8,12.125209919344579
2014-06-08 06:00:00,13.9,12.125341517159244
2014-06-08 07:00:00,14.0,12.125473114973909
2014-06-08 08:00:00,13.0,12.125604712788578
2014-06-08 09:00:00,13.8,12.125736310603243
2014-06-08 10:00:00,14.1,12.125867908417911
2014-06-08 11:00:00,13.9,12.125999506232573
2014-06-08 12:00:00,13.7,12.126131104047241
2014-06-08 13:00:00,13.9,12.12626270186191
2014-06-08 14:00:00,14.7,12.126394299676578
2014-06-08 15:00:00,14.2,12.126525897491243
2014-06-08 16:00:00,14.1,12.126657495305908
2014-06-08 17:00:00,13.8,12.126789093120573
2014-06-08 18:00:00,13.7,12.126920690935242
2014-06-08 19:00:00,14.1,12.127052288749914
2014-06-08 20:00:00,13.9,12.127183886564579
2014-06-08 21:00:00,14.7,12.12731548437924
2014-06-08 22:00:00,14.8,12.127447082193905
2014-06-08 23:00:00,14.1,12.12757868000858
2014-06-09 00:00:00,13.2,12.124929466816779
2014-06-09 01:00:00,13.9,12.125061064631444
2014-06-09 02:00:00,14.6,12.125192662446116
2014-06-09 03:00:00,14.0,12.125324260260781
2014-06-09 04:00:00,13.6,12.125455858075446
2014-06-09 05:00:00,13.8,12.125587455890111
2014-06-09 06:00:00,14.8,12.12571905370478
2014-06-09 07:00:00,14.0,12.125850651519444
2014-06-09 08:00:00,15.1,12.125982249334113
2014-06-09 09:00:00,15.8,12.126113847148778
2014-06-09 10:00:00,15.5,12.126245444963446
2014-06-09 11:00:00,14.9,12.126377042778108
2014-06-09 12:00:00,14.6,12.126508640592776
2014-06-09 13:00:00,14.9,12.126640238407441
2014-06-09 14:00:00,15.0,12.126771836222114
2014-06-09 15:00:00,14.8,12.126903434036779
2014-06-09 16:00:00,15.1,12.127035031851443
2014-06-09 17:00:00,15.0,12.127166629666112
2014-06-09 18:00:00,14.9,12.127298227480777
2014-06-09 19:00:00,14.7,12.127429825295446
2014-06-09 20:00:00,13.9,12.127561423110107
2014-06-09 21:00:00,13.7,12.127693020924779
2014-06-09 22:00:00,12.7,12.127824618739444
2014-06-09 23:00:00,12.5,12.127956216554109
2014-06-10 00:00:00,11.9,12.12486654405919
2014-06-10 01:00:00,12.7,12.124998141873855
2014-06-10 02:00:00,12.3,12.125129739688523
2014-06-10 03:00:00,12.4,12.125261337503188
2014-06-10 04:00:00,12.0,12.125392935317853
2014-06-10 05:00:00,12.6,12.125524533132525
2014-06-10 06:00:00,12.9,12.125656130947187
2014-06-10 07:00:00,12.7,12.125787728761859
2014-06-10 08:00:00,13.9,12.125919326576527
2014-06-10 09:00:00,14.1,12.126050924391192
2014-06-10 10:00:00,15.4,12.126182522205857
2014-06-10 11:00:00,15.7,12.126314120020522
2014-06-10 12:00:00,16.2,12.126445717835184
2014-06-10 13:00:00,16.5,12.126577315649852
2014-06-10 14:00:00,15.9,12.126708913464524
2014-06-10 15:00:00,15.6,12.12684051127919
2014-06-10 16:00:00,15.1,12.126972109093858
2014-06-10 17:00:00,14.2,12.127103706908523
2014-06-10 18:00:00,13.0,12.127235304723188
2014-06-10 19:00:00,12.0,12.127366902537856
2014-06-10 20:00:00,10.9,12.127498500352521
2014-06-10 21:00:00,10.6,12.12763009816719
2014-06-10 22:00:00,10.1,12.127761695981855
2014-06-10 23:00:00,9.6,12.127893293796523
2014-06-11 00:00:00,10.2,12.124803621301604
2014-06-11 01:00:00,10.5,12.124935219116265
2014-06-11 02:00:00,10.5,12.125066816930937
2014-06-11 03:00:00,10.6,12.125198414745599
2014-06-11 04:00:00,11.2,12.125330012560267
