,civil_true,civil
2014-06-12 13:00:00,142.83138,202.8641020822906
2014-06-12 14:00:00,132.21733999999998,205.60872434314615
2014-06-12 15:00:00,132.44642,208.35334660400173
2014-06-12 16:00:00,146.95481999999996,211.0979688648573
2014-06-12 17:00:00,151.91822,213.84259112571286
2014-06-12 18:00:00,148.76837,216.58721338656838
2014-06-12 19:00:00,142.9841,219.33183564742396
2014-06-12 20:00:00,132.80913,222.07645790827948
2014-06-12 21:00:00,124.35226000000002,224.82108016913506
2014-06-12 22:00:00,118.49163,227.5657024299906
2014-06-12 23:00:00,118.64435,230.31032469084616
2014-06-13 00:00:00,127.46393,158.67853036849306
2014-06-13 01:00:00,128.60933,161.42315262934864
2014-06-13 02:00:00,123.07323000000001,164.16777489020419
2014-06-13 03:00:00,122.93959999999998,166.91239715105976
2014-06-13 04:00:00,123.14958999999999,169.6570194119153
2014-06-13 05:00:00,122.48144,172.40164167277084
2014-06-13 06:00:00,117.36532,175.1462639336264
2014-06-13 07:00:00,110.68382,177.89088619448194
2014-06-13 08:00:00,137.44799999999998,180.63550845533754
2014-06-13 09:00:00,179.10238,183.38013071619307
2014-06-13 10:00:00,174.1008,186.1247529770486
2014-06-13 11:00:00,186.98655,188.86937523790417
2014-06-13 12:00:00,188.76192,191.61399749875974
2014-06-13 13:00:00,203.53758,194.3586197596153
2014-06-13 14:00:00,204.47298999999995,197.10324202047082
2014-06-13 15:00:00,225.96833,199.84786428132637
2014-06-13 16:00:00,235.78059,202.59248654218197
2014-06-13 17:00:00,235.05517000000003,205.3371088030375
2014-06-13 18:00:00,220.39405,208.08173106389307
2014-06-13 19:00:00,220.31769,210.82635332474865
2014-06-13 20:00:00,182.5004,213.57097558560415
2014-06-13 21:00:00,161.32959,216.31559784645972
2014-06-13 22:00:00,132.92367,219.06022010731527
2014-06-13 23:00:00,133.74453999999997,221.80484236817085
2014-06-14 00:00:00,135.36719,150.17304804581772
2014-06-14 01:00:00,134.04997999999998,152.9176703066733
2014-06-14 02:00:00,129.79290999999998,155.66229256752882
2014-06-14 03:00:00,131.51100999999997,158.4069148283844
2014-06-14 04:00:00,130.72832,161.15153708923995
2014-06-14 05:00:00,126.43307,163.89615935009553
2014-06-14 06:00:00,122.02328,166.64078161095108
2014-06-14 07:00:00,116.25809999999998,169.38540387180663
2014-06-14 08:00:00,125.19221999999999,172.13002613266218
2014-06-14 09:00:00,158.65698999999995,174.87464839351773
2014-06-14 10:00:00,162.62770999999995,177.6192706543733
2014-06-14 11:00:00,163.84947,180.36389291522886
2014-06-14 12:00:00,166.36935,183.10851517608438
2014-06-14 13:00:00,170.26371,185.85313743693996
2014-06-14 14:00:00,168.25925999999995,188.59775969779548
2014-06-14 15:00:00,161.55866999999995,191.34238195865103
