,wt_temp_true,wt_temp
2014-04-21 15:00:00,16.9,15.98998152348905
2014-04-21 16:00:00,16.6,15.990397750996213
2014-04-21 17:00:00,16.1,15.990813978503375
2014-04-21 18:00:00,14.9,15.991230206010538
2014-04-21 19:00:00,14.1,15.991646433517701
2014-04-21 20:00:00,13.7,15.992062661024864
2014-04-21 21:00:00,13.4,15.992478888532027
2014-04-21 22:00:00,13.2,15.99289511603919
2014-04-21 23:00:00,13.2,15.993311343546356
2014-04-22 00:00:00,12.9,15.982928126480234
2014-04-22 01:00:00,12.7,15.983344353987397
2014-04-22 02:00:00,12.5,15.983760581494554
2014-04-22 03:00:00,12.5,15.984176809001719
2014-04-22 04:00:00,12.5,15.984593036508883
2014-04-22 05:00:00,12.6,15.985009264016048
2014-04-22 06:00:00,13.2,15.98542549152321
2014-04-22 07:00:00,14.6,15.985841719030372
2014-04-22 08:00:00,14.7,15.986257946537535
2014-04-22 09:00:00,15.1,15.986674174044698
2014-04-22 10:00:00,15.5,15.98709040155186
2014-04-22 11:00:00,15.8,15.987506629059025
2014-04-22 12:00:00,16.3,15.98792285656619
2014-04-22 13:00:00,16.5,15.98833908407335
2014-04-22 14:00:00,16.5,15.988755311580514
2014-04-22 15:00:00,16.4,15.989171539087678
2014-04-22 16:00:00,15.8,15.989587766594841
2014-04-22 17:00:00,15.3,15.990003994102006
2014-04-22 18:00:00,15.2,15.990420221609167
2014-04-22 19:00:00,15.0,15.990836449116328
2014-04-22 20:00:00,14.8,15.991252676623493
2014-04-22 21:00:00,14.7,15.991668904130655
2014-04-22 22:00:00,14.6,15.992085131637818
2014-04-22 23:00:00,14.5,15.992501359144985
2014-04-23 00:00:00,14.5,15.98211814207886
2014-04-23 01:00:00,14.6,15.982534369586023
2014-04-23 02:00:00,14.7,15.982950597093183
2014-04-23 03:00:00,14.6,15.983366824600349
2014-04-23 04:00:00,12.5,15.983783052107512
2014-04-23 05:00:00,11.8,15.984199279614675
2014-04-23 06:00:00,10.9,15.984615507121838
2014-04-23 07:00:00,11.2,15.985031734629
2014-04-23 08:00:00,12.5,15.985447962136163
2014-04-23 09:00:00,13.7,15.985864189643328
2014-04-23 10:00:00,14.7,15.98628041715049
2014-04-23 11:00:00,14.9,15.986696644657654
2014-04-23 12:00:00,15.5,15.987112872164815
2014-04-23 13:00:00,16.8,15.987529099671978
2014-04-23 14:00:00,16.3,15.98794532717914
2014-04-23 15:00:00,16.8,15.988361554686305
2014-04-23 16:00:00,16.9,15.98877778219347
2014-04-23 17:00:00,16.1,15.989194009700629
2014-04-23 18:00:00,15.1,15.989610237207796
2014-04-23 19:00:00,13.8,15.99002646471496
2014-04-23 20:00:00,13.1,15.990442692222118
2014-04-23 21:00:00,12.9,15.990858919729282
2014-04-23 22:00:00,12.7,15.991275147236447
2014-04-23 23:00:00,12.5,15.991691374743608
2014-04-24 00:00:00,12.1,15.981308157677486
2014-04-24 01:00:00,11.8,15.981724385184648
2014-04-24 02:00:00,12.1,15.982140612691813
2014-04-24 03:00:00,12.2,15.982556840198976
2014-04-24 04:00:00,12.2,15.982973067706137
2014-04-24 05:00:00,12.2,15.983389295213302
2014-04-24 06:00:00,12.7,15.983805522720466
2014-04-24 07:00:00,13.6,15.98422175022763
2014-04-24 08:00:00,14.3,15.98463797773479
2014-04-24 09:00:00,12.9,15.985054205241951
2014-04-24 10:00:00,13.1,15.985470432749116
2014-04-24 11:00:00,14.4,15.98588666025628
2014-04-24 12:00:00,15.3,15.986302887763442
2014-04-24 13:00:00,14.6,15.986719115270606
