,south_tower_true,south_tower
2014-08-11 01:00:00,120.07172263283111,124.01210720028904
2014-08-11 02:00:00,125.97810921084331,124.2337009035825
2014-08-11 03:00:00,117.6998817851462,122.2012793552733
2014-08-11 04:00:00,125.52254740943528,120.80888682902409
2014-08-11 05:00:00,116.94305951187428,120.40436518465017
2014-08-11 06:00:00,123.66823530329346,120.43116744644709
2014-08-11 07:00:00,116.11794250911971,120.08230049964358
2014-08-11 08:00:00,127.0988864964314,126.37025623811458
2014-08-11 09:00:00,137.53733168723235,132.61647095340774
2014-08-11 10:00:00,153.5832304566832,147.58655951286678
2014-08-11 11:00:00,152.37364265820773,156.51811338593348
2014-08-11 12:00:00,148.29704360095164,165.06008437600713
2014-08-11 13:00:00,154.2906454864911,165.54603789276018
2014-08-11 14:00:00,147.00079245297385,158.75513970217867
2014-08-11 15:00:00,149.68513869754162,157.2236104320034
2014-08-11 16:00:00,145.1717401691563,163.83158068150442
2014-08-11 17:00:00,149.99434804377478,160.46344639150476
2014-08-11 18:00:00,148.3839729594329,158.80669405179594
2014-08-11 19:00:00,148.82873997222802,150.90270190980578
2014-08-11 20:00:00,155.66568068770815,148.24416501382916
2014-08-11 21:00:00,147.57326838255355,139.57492078024544
2014-08-11 22:00:00,148.28502780142745,132.35269868349306
2014-08-11 23:00:00,142.00916323679616,130.90465145967343
2014-08-12 00:00:00,112.63348482175144,129.35346800538832
2014-08-12 01:00:00,113.88060174873848,128.1976079438135
2014-08-12 02:00:00,119.36731327644723,126.3460641626082
2014-08-12 03:00:00,111.53659281966692,125.06498103149988
2014-08-12 04:00:00,107.04168054974188,123.28300562225763
2014-08-12 05:00:00,113.65981110103093,122.80891560592065
2014-08-12 06:00:00,109.88088737379145,123.36443749463672
2014-08-12 07:00:00,111.5447188742592,121.33201594632752
2014-08-12 08:00:00,119.30714982521809,162.26502092239497
2014-08-12 09:00:00,122.83327447016134,237.57871532259944
2014-08-12 10:00:00,124.29984835400477,211.93478833003272
2014-08-12 11:00:00,128.6663220783505,198.2148802919319
2014-08-12 12:00:00,125.3931626785091,194.3736810725835
2014-08-12 13:00:00,131.86829570415446,197.0579951433688
2014-08-12 14:00:00,125.70736655763399,194.67773173524435
2014-08-12 15:00:00,125.19651116567677,202.1205224483019
2014-08-12 16:00:00,128.65515655563289,212.83302664362256
2014-08-12 17:00:00,127.12445033848742,208.11526593753982
2014-08-12 18:00:00,127.611715149402,207.22376568942454
2014-08-12 19:00:00,128.81813198667723,205.14960311793754
2014-08-12 20:00:00,122.01848744298174,189.80179517590147
2014-08-12 21:00:00,120.3802069773196,163.83785367230468
2014-08-12 22:00:00,114.29493762071566,145.06728182968683
2014-08-12 23:00:00,110.4920550014274,146.5132788795299
2014-08-13 00:00:00,102.45424413659842,99.10262462720542
2014-08-13 01:00:00,114.02956152253029,96.97280735814795
2014-08-13 02:00:00,114.19914647840685,95.59432850629136
2014-08-13 03:00:00,113.12611610926216,94.14628128247173
2014-08-13 04:00:00,112.68080703444609,94.75745786875825
2014-08-13 05:00:00,106.57877931494234,93.74073455110951
2014-08-13 06:00:00,108.04842270488086,94.36582481178863
2014-08-13 07:00:00,113.83004393908631,94.128267260126
2014-08-13 08:00:00,120.75363458210363,107.0669593582641
2014-08-13 09:00:00,114.11310776727841,117.76554987919215
2014-08-13 10:00:00,116.1050330445282,122.64822450400966
2014-08-13 11:00:00,115.24121749941428,120.2401337471
2014-08-13 12:00:00,111.59673272464676,122.0757136799361
2014-08-13 13:00:00,110.33742552315505,123.66084747370526
2014-08-13 14:00:00,112.27996422101695,124.82857103569613
2014-08-13 15:00:00,112.84071858517989,122.99094092888343
2014-08-13 16:00:00,110.87422959406479,127.72056513538223
2014-08-13 17:00:00,108.71907273221399,128.1508639545648
2014-08-13 18:00:00,115.0626574894182,114.6953157299236
2014-08-13 19:00:00,109.09851223610671,107.29221586606731
2014-08-13 20:00:00,104.72875585790626,98.74819470201707
2014-08-13 21:00:00,105.6214292373674,98.63586021988792
2014-08-13 22:00:00,112.99739754097332,98.73223085364789
2014-08-13 23:00:00,113.09387538084772,98.43901860441483
2014-08-14 00:00:00,106.59476439811615,93.71551738861484
2014-08-14 01:00:00,112.18309988069073,92.6987940709661
2014-08-14 02:00:00,112.16120462944164,92.69776898397781
2014-08-14 03:00:00,112.54313799672005,92.94719003605648
2014-08-14 04:00:00,111.18264880760543,93.0992153673869
2014-08-14 05:00:00,103.75244706036705,93.59908255853256
2014-08-14 06:00:00,109.19773960439558,93.73719421547034
2014-08-14 07:00:00,112.30417491065512,94.0979246626899
2014-08-14 08:00:00,116.77588330058573,104.08691778959488
2014-08-14 09:00:00,116.58271203811009,107.82867111421844
2014-08-14 10:00:00,119.71932733327064,115.36885754802425
2014-08-14 11:00:00,112.77780856852787,122.97861235379311
2014-08-14 12:00:00,113.80050789129885,119.4156866222969
2014-08-14 13:00:00,116.48847927717009,117.9815530728699
2014-08-14 14:00:00,110.53155924395607,119.81713300570598
2014-08-14 15:00:00,109.94080415949765,122.64058382041733
2014-08-14 16:00:00,117.30650482655209,122.68129975660688
