,wt_mean_pres_true,wt_mean_pres
2014-04-21 15:00:00,1007.4,1018.1207102328954
2014-04-21 16:00:00,1008.0,1018.1435778350518
2014-04-21 17:00:00,1008.7,1018.1664454372083
2014-04-21 18:00:00,1009.7,1018.1893130393647
2014-04-21 19:00:00,1010.9,1018.2121806415212
2014-04-21 20:00:00,1011.6,1018.2350482436776
2014-04-21 21:00:00,1012.8,1018.2579158458341
2014-04-21 22:00:00,1013.0,1018.2807834479905
2014-04-21 23:00:00,1013.1,1018.303651050147
2014-04-22 00:00:00,1014.0,1017.6282322631505
2014-04-22 01:00:00,1014.0,1017.651099865307
2014-04-22 02:00:00,1014.0,1017.6739674674634
2014-04-22 03:00:00,1014.0,1017.6968350696199
2014-04-22 04:00:00,1015.0,1017.7197026717763
2014-04-22 05:00:00,1015.4,1017.7425702739328
2014-04-22 06:00:00,1016.0,1017.7654378760892
2014-04-22 07:00:00,1016.0,1017.7883054782457
2014-04-22 08:00:00,1017.0,1017.8111730804021
2014-04-22 09:00:00,1017.0,1017.8340406825586
2014-04-22 10:00:00,1017.9,1017.856908284715
2014-04-22 11:00:00,1018.0,1017.8797758868715
2014-04-22 12:00:00,1018.0,1017.9026434890279
2014-04-22 13:00:00,1018.0,1017.9255110911844
2014-04-22 14:00:00,1018.0,1017.9483786933408
2014-04-22 15:00:00,1018.0,1017.9712462954973
2014-04-22 16:00:00,1018.0,1017.9941138976537
2014-04-22 17:00:00,1018.0,1018.0169814998102
2014-04-22 18:00:00,1018.0,1018.0398491019666
2014-04-22 19:00:00,1019.0,1018.0627167041231
2014-04-22 20:00:00,1019.5,1018.0855843062795
2014-04-22 21:00:00,1020.0,1018.1084519084361
2014-04-22 22:00:00,1020.0,1018.1313195105926
2014-04-22 23:00:00,1020.0,1018.154187112749
2014-04-23 00:00:00,1020.0,1017.4787683257524
2014-04-23 01:00:00,1019.5,1017.5016359279089
2014-04-23 02:00:00,1019.0,1017.5245035300653
2014-04-23 03:00:00,1019.0,1017.5473711322218
2014-04-23 04:00:00,1019.9,1017.5702387343782
2014-04-23 05:00:00,1020.1,1017.5931063365347
2014-04-23 06:00:00,1020.9,1017.6159739386911
2014-04-23 07:00:00,1021.9,1017.6388415408476
2014-04-23 08:00:00,1022.1,1017.661709143004
2014-04-23 09:00:00,1023.0,1017.6845767451605
2014-04-23 10:00:00,1023.0,1017.707444347317
2014-04-23 11:00:00,1023.0,1017.7303119494735
2014-04-23 12:00:00,1022.2,1017.7531795516298
