,south_tower_true,south_tower
2014-06-12 13:00:00,114.55407086946869,138.09118677835494
2014-06-12 14:00:00,112.93476488897377,125.69634606853565
2014-06-12 15:00:00,115.93489940922815,126.41682893196466
2014-06-12 16:00:00,116.89444505179888,152.01317564078323
2014-06-12 17:00:00,115.15327899114729,157.66072313371214
2014-06-12 18:00:00,124.05383187754455,155.1541185978224
2014-06-12 19:00:00,121.91941231657414,143.5567519793383
2014-06-12 20:00:00,121.16718395499521,133.8485881983386
2014-06-12 21:00:00,121.34539133673631,132.1029907317192
2014-06-12 22:00:00,115.21462800796257,125.91466614155301
2014-06-12 23:00:00,107.70428238035898,124.91129731315533
2014-06-13 00:00:00,150.994944,130.22209272676585
2014-06-13 01:00:00,146.7667726220975,127.76098308431936
2014-06-13 02:00:00,143.18911877986437,132.01045528420622
2014-06-13 03:00:00,146.76419398529592,131.5994248563612
2014-06-13 04:00:00,143.97964058473337,134.35493940347075
2014-06-13 05:00:00,145.65773485874936,131.22406842706633
2014-06-13 06:00:00,143.53321220836887,131.25553320589998
2014-06-13 07:00:00,143.4521514319183,120.471071128561
2014-06-13 08:00:00,150.06176074348502,151.63135409118576
2014-06-13 09:00:00,328.53884063945685,164.6217987440088
2014-06-13 10:00:00,246.9314568837497,167.21704720637055
2014-06-13 11:00:00,313.3148380232338,167.6991872694394
2014-06-13 12:00:00,324.71019084741465,171.58092096216976
2014-06-13 13:00:00,343.5684778800628,221.48331268430528
2014-06-13 14:00:00,355.7587911736263,263.31834138166926
2014-06-13 15:00:00,355.3959654444676,208.19231417051532
2014-06-13 16:00:00,351.5700839686029,320.9092995990832
2014-06-13 17:00:00,280.11875882860807,283.7730966419687
2014-06-13 18:00:00,288.39313305117724,186.7380111417395
2014-06-13 19:00:00,241.68837280753536,193.95738928832768
2014-06-13 20:00:00,175.8022330355776,175.13604733037627
2014-06-13 21:00:00,151.12268929949238,153.01515884540527
2014-06-13 22:00:00,150.93058085777074,130.618299060999
2014-06-13 23:00:00,150.73716220784928,129.47450912713953
2014-06-14 00:00:00,150.12694694379903,133.17504063890553
2014-06-14 01:00:00,150.41715722448978,125.65868726828825
2014-06-14 02:00:00,150.12464070997774,121.05902069381612
2014-06-14 03:00:00,149.78071189309026,121.51093190711697
2014-06-14 04:00:00,150.06192535510206,119.99657662931052
2014-06-14 05:00:00,150.9630076751269,119.50084958023423
2014-06-14 06:00:00,149.51821151311745,122.37334877153306
2014-06-14 07:00:00,150.4174831053558,120.73782471217365
2014-06-14 08:00:00,240.24390586875973,182.94455639833345
2014-06-14 09:00:00,297.1891548031398,160.50947439397237
2014-06-14 10:00:00,232.73537591357967,165.18938510918395
2014-06-14 11:00:00,238.8237287527927,168.28925550028677
2014-06-14 12:00:00,269.7579474017961,188.24626474990626
2014-06-14 13:00:00,307.3733463208792,189.13268224614737
2014-06-14 14:00:00,290.88947657821166,190.9905426725693
2014-06-14 15:00:00,237.77818845839886,167.74265668004543
2014-06-14 16:00:00,151.8333109651491,181.04603589243285
2014-06-14 17:00:00,150.99494399999998,186.35258285447614
2014-06-14 18:00:00,150.93041624615384,169.33343079989018
2014-06-14 19:00:00,150.994944,152.99929025697068
2014-06-14 20:00:00,149.34948627692302,144.38425657966826
2014-06-14 21:00:00,148.0397694050761,131.42905045064504
2014-06-14 23:00:00,142.6181278737993,131.60805402247777
2014-06-15 00:00:00,143.80146062546356,124.52416405386926
2014-06-15 01:00:00,137.28987460722132,122.60526474690134
2014-06-15 02:00:00,140.8711290152284,121.6347276216688
2014-06-15 03:00:00,136.82946427051934,122.47488272461067
2014-06-15 04:00:00,140.57305664974618,121.01213642884959
2014-06-15 05:00:00,138.7456437629051,121.3240965795657
2014-06-15 06:00:00,137.7811667517376,117.76438032282998
2014-06-15 07:00:00,139.56744093940344,116.18446273221542
2014-06-15 08:00:00,127.17218618273156,117.18766686757927
2014-06-15 09:00:00,140.47181716295134,116.61141315326313
2014-06-15 10:00:00,137.3677541376066,121.340526130207
2014-06-15 11:00:00,136.81042222055004,118.4255794093025
2014-06-15 12:00:00,141.43341739447138,125.42827141863974
2014-06-15 13:00:00,142.67095357998232,125.10822181232125
2014-06-15 14:00:00,146.5561774347689,123.78626664352844
2014-06-15 15:00:00,139.51460061036104,123.17035444094935
2014-06-15 16:00:00,148.10875737075037,123.62332071701837
2014-06-15 17:00:00,145.5777045125111,121.8311175490308
2014-06-15 18:00:00,144.79721177843481,125.91221152191031
2014-06-15 19:00:00,144.98423311271583,123.9481262531134
2014-06-15 20:00:00,149.38244368147826,127.31355747953141
2014-06-15 21:00:00,150.83362461538462,128.90681209549743
2014-06-15 22:00:00,149.64452224161408,128.0963046003223
2014-06-15 23:00:00,149.98896222226003,131.04055416347603
2014-06-16 00:00:00,149.90685644057967,130.9116692364408
2014-06-16 01:00:00,150.90420184615385,131.99666994098587
2014-06-16 02:00:00,149.59845001560757,127.56495032531022
2014-06-16 03:00:00,149.10650126619154,124.74677736590736
2014-06-16 04:00:00,149.46584096349994,121.23635365720682
2014-06-16 05:00:00,144.22328488000616,126.61367490322945
