,civil_true,civil
2014-02-25 01:00:00,101.5588,112.32326920000001
2014-02-25 02:00:00,101.53971,105.02268050000002
2014-02-25 03:00:00,97.81716,106.66690220000002
2014-02-25 04:00:00,96.17541999999999,109.75432789999999
2014-02-25 05:00:00,96.74812,107.29152699999999
2014-02-25 06:00:00,112.70736000000001,116.83824510000005
2014-02-25 07:00:00,128.49479,112.4317003999999
2014-02-25 08:00:00,293.71874,279.3409156
2014-02-25 09:00:00,402.28357,358.9192987
2014-02-25 10:00:00,445.67514000000006,426.0769641999996
2014-02-25 11:00:00,445.5606,412.99439630000023
2014-02-25 12:00:00,419.08277,438.1151182000005
2014-02-25 13:00:00,415.36022,459.1841785000005
2014-02-25 14:00:00,417.78465,445.4756495000006
2014-02-25 15:00:00,432.48395,430.84545530000037
2014-02-25 16:00:00,433.51480999999995,424.4474418000002
2014-02-25 17:00:00,430.51767999999987,429.3707528000006
2014-02-25 18:00:00,397.37744,431.0189834000004
2014-02-25 19:00:00,328.36709,301.7720474000001
2014-02-25 20:00:00,258.2877,259.6992146000003
2014-02-25 21:00:00,189.20099,204.07668159999994
2014-02-25 22:00:00,130.97648999999998,125.99953610000004
2014-02-25 23:00:00,120.49608,115.34788880000004
2014-02-26 00:00:00,108.08758,106.46214286000003
2014-02-26 01:00:00,105.24316999999998,102.6349033
2014-02-26 02:00:00,102.16968,102.46393326000002
2014-02-26 03:00:00,101.02428000000002,102.52513580000003
2014-02-26 04:00:00,99.59253,101.97763460000002
2014-02-26 05:00:00,100.77611,104.90203170000001
2014-02-26 06:00:00,128.05571999999998,120.24657370000001
2014-02-26 07:00:00,130.74741,128.03472099999996
2014-02-26 08:00:00,293.10786,259.13968670000014
2014-02-26 09:00:00,405.24252,353.7136466000001
2014-02-26 10:00:00,476.75366,384.0173035
2014-02-26 11:00:00,463.82973,425.30782810000005
2014-02-26 12:00:00,447.24052,433.7982965
2014-02-26 13:00:00,441.47534,436.7261298000001
2014-02-26 14:00:00,425.78336,422.0739821000001
2014-02-26 15:00:00,420.41907,423.0876610999999
2014-02-26 16:00:00,419.33094,421.7817141999998
2014-02-26 17:00:00,409.30869,419.4298262
2014-02-26 18:00:00,380.75005,401.7711944000003
2014-02-26 19:00:00,326.20992,295.26197559999997
2014-02-26 20:00:00,263.53745000000004,248.58368030000028
2014-02-26 21:00:00,205.00751,194.91080900000009
2014-02-26 22:00:00,131.66373000000002,124.94595899999999
2014-02-26 23:00:00,110.05385,120.91376919999998
2014-02-27 00:00:00,96.69085,104.69528700000002
2014-02-27 01:00:00,95.75544,103.7719037
2014-02-27 02:00:00,98.65711999999998,104.427120225
2014-02-27 03:00:00,96.42359,103.78264182499998
2014-02-27 04:00:00,109.11844,105.02268049999999
2014-02-27 05:00:00,114.50182,108.2238826
2014-02-27 06:00:00,117.42258999999999,120.65452699999997
2014-02-27 07:00:00,116.02902,128.03656636666662
2014-02-27 08:00:00,285.51004,258.93733269999956
2014-02-27 09:00:00,406.69336,312.4341942000001
2014-02-27 10:00:00,451.97484000000003,364.6336992999997
2014-02-27 11:00:00,414.13846,398.5386847000002
2014-02-27 12:00:00,420.18999,412.8162865999999
2014-02-27 13:00:00,418.89187,418.22295639999976
2014-02-27 14:00:00,416.31472,420.7512359999999
2014-02-27 15:00:00,423.39710999999994,419.03389960000015
2014-02-27 16:00:00,429.62045,418.8185644
2014-02-27 17:00:00,438.99364,409.8932258
2014-02-27 18:00:00,409.63322000000005,390.9582366
2014-02-27 19:00:00,322.31556,294.2015261
2014-02-27 20:00:00,246.10827999999998,249.54276190000002
2014-02-27 21:00:00,179.84688999999997,168.39117190000005
2014-02-27 22:00:00,110.09203000000001,127.79705049999998
2014-02-27 23:00:00,102.18877,126.7868077
2014-02-28 00:00:00,92.31924000000001,94.56685842
2014-02-28 01:00:00,90.12389,92.92611109999996
2014-02-28 02:00:00,91.38383,91.82084782499994
2014-02-28 03:00:00,91.91835,95.11420689999997
2014-02-28 04:00:00,86.63042,88.74091495
2014-02-28 05:00:00,86.22953000000004,88.83164017500003
2014-02-28 06:00:00,94.22824,116.1042346
2014-02-28 07:00:00,124.98223,129.38551030999994
2014-02-28 08:00:00,232.45893,271.1474875999997
2014-02-28 09:00:00,315.27135,360.5649203333332
2014-02-28 10:00:00,335.48765999999995,369.6377609999998
2014-02-28 11:00:00,344.82267,368.8991052666668
2014-02-28 12:00:00,389.68417,400.32569960000006
2014-02-28 13:00:00,430.82312000000013,408.3717528000001
2014-02-28 14:00:00,440.55902000000003,345.5681345000003
2014-02-28 15:00:00,427.78781,407.00796320000006
2014-02-28 16:00:00,398.0265,354.5112268000003
2014-02-28 17:00:00,385.12166,369.7675730000003
2014-02-28 18:00:00,360.83918,350.1566068999999
2014-02-28 19:00:00,292.6497,312.0445673000001
2014-02-28 20:00:00,229.09909,229.75635870000008
2014-02-28 21:00:00,156.55709,147.77950799999996
2014-02-28 22:00:00,103.79233,121.236772
2014-02-28 23:00:00,95.58363,116.1670407
2014-03-01 00:00:00,101.13881999999998,73.84393799999997
2014-03-01 01:00:00,91.36474,86.24671099999998
2014-03-01 02:00:00,103.88778,90.667955
2014-03-01 03:00:00,131.26283999999998,72.63821359999993
2014-03-01 04:00:00,133.49636999999998,74.71616010000001
2014-03-01 05:00:00,127.34938999999999,88.28552299999994
2014-03-01 06:00:00,126.58579,95.32343329999996
2014-03-01 07:00:00,126.91032,102.73951650000001
2014-03-01 08:00:00,166.94205,149.78691695000003
2014-03-01 09:00:00,218.98139,233.8145109
2014-03-01 10:00:00,237.0978,165.49941869999998
2014-03-01 11:00:00,280.12666,194.1886343
2014-03-01 12:00:00,303.5500899999999,250.01772110000005
2014-03-01 13:00:00,283.50559,183.72884150000002
2014-03-01 14:00:00,291.35158,188.55193000000003
2014-03-01 15:00:00,303.72189999999995,269.91885520000017
2014-03-01 16:00:00,324.07183999999995,323.3130125000003
2014-03-01 17:00:00,329.51249,358.8968234066668
2014-03-01 18:00:00,319.22298,204.33535109999997
2014-03-01 19:00:00,269.58898,195.47014600000014
2014-03-01 20:00:00,230.6072,214.19323620000014
2014-03-01 21:00:00,183.18764,108.30959670000001
2014-03-01 22:00:00,133.45819,98.15142589999998
2014-03-01 23:00:00,129.88836,96.84815160000004
2014-03-02 00:00:00,83.86237,102.61485879999998
2014-03-02 01:00:00,85.02686,101.84820440000001
2014-03-02 02:00:00,83.55693000000002,99.15441450000002
2014-03-02 03:00:00,86.80223000000002,100.28339710000012
2014-03-02 04:00:00,84.24417,102.72519900000016
2014-03-02 05:00:00,85.12231,102.9315619000001
2014-03-02 06:00:00,119.25523000000001,104.64679840000007
2014-03-02 07:00:00,147.05026999999995,108.14752260000003
2014-03-02 08:00:00,246.89097,226.96807329999993
2014-03-02 09:00:00,338.44661,307.52018957500013
2014-03-02 10:00:00,359.2738,365.9428914999997
2014-03-02 11:00:00,384.37715,356.6246170666665
2014-03-02 12:00:00,404.11621,370.8174593666666
2014-03-02 13:00:00,399.34371,367.7865400666665
2014-03-02 14:00:00,439.05091,354.80629456666685
2014-03-02 15:00:00,472.53477000000004,371.40524046666667
2014-03-02 16:00:00,461.44348,368.93575806666644
2014-03-02 17:00:00,409.19415,357.5418915666667
2014-03-02 18:00:00,433.7248,350.3037271666664
2014-03-02 19:00:00,324.79726,317.3240977000003
2014-03-02 20:00:00,238.56773,229.25371900000016
2014-03-02 21:00:00,165.70119999999997,101.78253479999994
2014-03-02 22:00:00,110.62655,99.34703259999993
2014-03-02 23:00:00,105.98768,109.14478419999996
2014-03-03 00:00:00,96.0227,108.77901980000006
2014-03-03 01:00:00,95.8318,101.18368150000008
2014-03-03 02:00:00,94.38096,100.5395849000001
2014-03-03 03:00:00,106.59856,112.76558450000002
2014-03-03 04:00:00,128.70478,109.85855930000004
