,wt_rain_day_true,wt_rain_day
2014-04-21 15:00:00,0.1,0.09700000000000002
2014-04-21 16:00:00,0.1,0.985
2014-04-21 17:00:00,0.1,0.8630000000000001
2014-04-21 18:00:00,0.1,0.6200000000000001
2014-04-21 19:00:00,0.1,10.878000000000009
2014-04-21 20:00:00,0.1,18.55700000000001
2014-04-21 21:00:00,0.1,3.4659999999999997
2014-04-21 22:00:00,0.1,3.987999999999999
2014-04-21 23:00:00,0.1,5.968000000000001
2014-04-22 00:00:00,0.0,0.028999999999999998
2014-04-22 01:00:00,0.0,0.019000000000000003
2014-04-22 02:00:00,0.0,0.035
2014-04-22 03:00:00,0.0,0.032
2014-04-22 04:00:00,0.0,0.142
2014-04-22 05:00:00,0.0,0.05
2014-04-22 06:00:00,0.0,0.10199999999999998
2014-04-22 07:00:00,0.0,0.483
2014-04-22 08:00:00,0.0,0.5669999999999998
2014-04-22 09:00:00,0.0,0.7470000000000002
2014-04-22 10:00:00,0.0,1.449
2014-04-22 11:00:00,0.0,7.734000000000002
2014-04-22 12:00:00,0.0,3.438
2014-04-22 13:00:00,0.0,3.5809999999999995
2014-04-22 14:00:00,0.0,3.3049999999999993
2014-04-22 15:00:00,0.0,0.05
2014-04-22 16:00:00,0.0,0.287
2014-04-22 17:00:00,0.0,0.457
2014-04-22 18:00:00,0.0,0.26299999999999996
2014-04-22 19:00:00,0.0,2.7760000000000002
2014-04-22 20:00:00,0.0,4.135999999999999
2014-04-22 21:00:00,0.0,2.0659999999999994
2014-04-22 22:00:00,0.0,1.8999999999999997
2014-04-22 23:00:00,0.0,5.157999999999999
2014-04-23 00:00:00,0.0,1.5590000000000002
2014-04-23 01:00:00,0.0,1.535
2014-04-23 02:00:00,0.0,1.1670000000000007
2014-04-23 03:00:00,0.2,1.365
2014-04-23 04:00:00,0.4,1.0549999999999997
2014-04-23 05:00:00,0.6,1.126
2014-04-23 06:00:00,0.9,1.2459999999999998
2014-04-23 07:00:00,1.1,0.9189999999999998
2014-04-23 08:00:00,1.1,1.2109999999999999
2014-04-23 09:00:00,1.1,1.3479999999999999
2014-04-23 10:00:00,1.1,6.524999999999999
2014-04-23 11:00:00,1.1,10.987999999999994
2014-04-23 12:00:00,1.1,12.036
2014-04-23 13:00:00,1.1,12.994999999999994
2014-04-23 14:00:00,1.1,13.897999999999993
2014-04-23 15:00:00,1.1,0.228
2014-04-23 16:00:00,1.1,0.47700000000000004
2014-04-23 17:00:00,1.1,0.063
2014-04-23 18:00:00,1.1,0.491
2014-04-23 19:00:00,1.1,3.490999999999998
2014-04-23 20:00:00,1.1,0.335
2014-04-23 21:00:00,1.1,0.342
2014-04-23 22:00:00,1.1,0.357
2014-04-23 23:00:00,1.1,0.5310000000000006
2014-04-24 00:00:00,0.0,0.7169999999999996
2014-04-24 01:00:00,0.0,0.5530000000000003
2014-04-24 02:00:00,0.0,0.7159999999999996
2014-04-24 03:00:00,0.0,0.5450000000000003
2014-04-24 04:00:00,0.0,0.6070000000000002
2014-04-24 05:00:00,0.0,0.024000000000000004
2014-04-24 06:00:00,0.0,0.077
2014-04-24 07:00:00,0.0,0.29400000000000004
2014-04-24 08:00:00,0.0,0.47499999999999964
2014-04-24 09:00:00,1.6,0.9849999999999993
2014-04-24 10:00:00,1.6,1.9560000000000004
2014-04-24 11:00:00,1.6,4.292
2014-04-24 12:00:00,1.6,4.834999999999999
2014-04-24 13:00:00,1.6,4.683
2014-04-24 14:00:00,1.6,4.990999999999999
2014-04-24 15:00:00,1.6,0.049
2014-04-24 16:00:00,1.6,0.201
2014-04-24 17:00:00,1.6,0.52
2014-04-24 18:00:00,1.6,0.006000000000000001
2014-04-24 19:00:00,1.6,0.0020000000000000005
2014-04-24 20:00:00,1.6,0.282
2014-04-24 21:00:00,1.6,0.17699999999999996
2014-04-24 22:00:00,1.6,0.125
2014-04-24 23:00:00,1.6,0.14400000000000002
2014-04-25 00:00:00,0.0,0.05600000000000001
2014-04-25 01:00:00,0.0,0.05
2014-04-25 02:00:00,0.0,0.061
