,south_tower_true,south_tower
2014-06-04 21:00:00,128.93116652556282,134.00611163662057
2014-06-04 22:00:00,132.96442605931801,126.5198516974489
2014-06-04 23:00:00,131.46448839968278,133.84093305835543
2014-06-05 00:00:00,131.8631361286353,126.28048638967816
2014-06-05 01:00:00,127.79699024501544,119.96731301307972
2014-06-05 02:00:00,138.7024068923077,115.43165231968838
2014-06-05 03:00:00,121.82839926153844,124.03352825258355
2014-06-05 04:00:00,120.69916356923076,130.37202139944168
2014-06-05 05:00:00,124.32409465348199,129.53691584462217
2014-06-05 06:00:00,115.69826264615385,119.31698461844324
2014-06-05 07:00:00,139.18636504615384,132.4055383719374
2014-06-05 08:00:00,151.38194591145995,213.6337402632512
2014-06-05 09:00:00,378.77960330304114,346.4887841515533
2014-06-05 10:00:00,309.9117408876025,285.82849770686306
2014-06-05 11:00:00,398.0856969792292,337.87522659443243
2014-06-05 12:00:00,388.0699116307692,350.3864365460838
2014-06-05 13:00:00,390.16706363076935,362.0453255834194
2014-06-05 14:00:00,434.9493248,372.5586550991606
2014-06-05 15:00:00,417.5913590153845,377.10098944586616
2014-06-05 16:00:00,484.8292785230771,370.57288994610246
2014-06-05 17:00:00,445.22866183233907,392.38425296821333
2014-06-05 18:00:00,423.04115581789637,369.2959191702726
2014-06-05 19:00:00,264.1238883661069,294.98340418713445
2014-06-05 20:00:00,177.88782331878352,223.077854020645
2014-06-05 21:00:00,151.7047492923077,154.59416164776928
2014-06-05 22:00:00,146.36794374197575,140.2235755530766
2014-06-05 23:00:00,137.0911783584537,134.62036892184412
2014-06-06 00:00:00,135.14449140345366,125.16549739776114
2014-06-06 01:00:00,139.67032319999998,126.58653746467623
2014-06-06 02:00:00,130.8267286907378,123.71923395928182
2014-06-06 03:00:00,134.6302798069504,123.39953770591521
2014-06-06 04:00:00,128.21384849481944,122.54742402207758
2014-06-06 05:00:00,135.05265817540024,124.33268962051825
2014-06-06 06:00:00,128.4007311443967,128.10190940988485
2014-06-06 07:00:00,133.56327900413902,132.89234457577405
2014-06-06 08:00:00,156.71154615228423,188.01703014316143
2014-06-06 09:00:00,336.39955840249894,325.9235228648125
2014-06-06 10:00:00,286.25461507098777,303.2514610149927
2014-06-06 11:00:00,332.74718926919184,332.43578192543845
2014-06-06 12:00:00,351.73963978320967,362.57846882991953
2014-06-06 13:00:00,331.4096708988242,357.494545030361
2014-06-06 14:00:00,326.2066299351815,363.9395450884899
2014-06-06 15:00:00,348.5836757816478,354.3807364987981
2014-06-06 16:00:00,328.83720044857483,359.79439923354204
2014-06-06 17:00:00,318.7780769936744,352.67084623860416
2014-06-06 18:00:00,295.6339042461538,356.58067505647494
2014-06-06 19:00:00,254.86743120968362,299.5161781232812
2014-06-06 20:00:00,198.2641441087075,192.72901980744248
2014-06-06 21:00:00,152.4718778645459,158.27494136526792
2014-06-06 22:00:00,131.7815596282702,124.93614807985718
2014-06-06 23:00:00,119.400213299843,124.72223849832545
2014-06-07 00:00:00,109.5488414038266,125.7581154083555
2014-06-07 01:00:00,109.93658855886969,124.81957599728625
2014-06-07 02:00:00,113.81591851805338,125.06749564810286
2014-06-07 03:00:00,110.6257659579278,124.65614526916968
2014-06-07 04:00:00,109.12833622366264,116.27755876709425
2014-06-07 05:00:00,113.29258732307692,124.20932500924545
2014-06-07 06:00:00,109.0923259701679,116.58309942791765
2014-06-07 07:00:00,108.54598048351649,118.87190499187709
2014-06-07 08:00:00,114.17070318906677,119.17655257519475
2014-06-07 09:00:00,110.66711433846147,117.63653147506764
2014-06-07 10:00:00,112.22477787614213,119.89145567602819
2014-06-07 11:00:00,113.76596145130807,125.58967490712017
2014-06-07 12:00:00,115.55601763265308,122.7642526681301
2014-06-07 13:00:00,112.1855330461538,123.84636139260323
2014-06-07 14:00:00,115.18227160433823,125.7272622556789
2014-06-07 15:00:00,119.94902843076923,124.9109461355708
2014-06-07 16:00:00,116.8905182919129,126.65704363522336
2014-06-07 17:00:00,114.98845735384614,126.69923801413357
2014-06-07 18:00:00,115.96040664615386,126.5317450770365
2014-06-07 19:00:00,112.01307689183912,131.09337172082195
2014-06-07 20:00:00,110.79692731026941,133.65283988711562
2014-06-07 21:00:00,111.02692446844584,133.0012493148075
2014-06-07 22:00:00,107.16916552471693,131.45746311856954
2014-06-07 23:00:00,96.23473875415377,125.23772465004068
2014-06-08 00:00:00,102.35729023125849,102.14099639432838
2014-06-08 01:00:00,104.97418795334093,104.64818703082781
2014-06-08 02:00:00,104.01513727638915,102.51061906399141
2014-06-08 03:00:00,104.4691671701475,101.68104579231186
2014-06-08 04:00:00,110.40600189550956,100.75138187839256
2014-06-08 05:00:00,106.25629701397892,102.90139646086465
2014-06-08 06:00:00,112.62651080941916,101.2630290411665
2014-06-08 07:00:00,110.76219263850055,100.57061247966989
2014-06-08 08:00:00,118.10229603265309,109.85700724399625
2014-06-08 09:00:00,119.91677160372384,112.88822231741393
2014-06-08 10:00:00,126.54830506833271,123.98845817465474
2014-06-08 11:00:00,118.58707499403452,119.61042378592111
2014-06-08 12:00:00,112.96219766153843,119.86916588090443
