,wt_mean_solarrad_true
2014-07-15 16:00:00,623.3
2014-07-15 17:00:00,439.5
2014-07-15 18:00:00,241.2
2014-07-15 19:00:00,65.9
2014-07-15 20:00:00,0.8
2014-07-15 21:00:00,0.1
2014-07-15 22:00:00,0.1
2014-07-15 23:00:00,0.1
2014-07-16 00:00:00,0.1
2014-07-16 01:00:00,0.1
2014-07-16 02:00:00,0.1
2014-07-16 03:00:00,0.1
2014-07-16 04:00:00,0.1
2014-07-16 05:00:00,14.8
2014-07-16 06:00:00,143.4
2014-07-16 07:00:00,333.5
2014-07-16 08:00:00,530.0
2014-07-16 09:00:00,701.9
2014-07-16 10:00:00,838.4
2014-07-16 11:00:00,918.0
2014-07-16 12:00:00,945.4
2014-07-16 13:00:00,947.4
2014-07-16 14:00:00,891.4
2014-07-16 15:00:00,778.9
2014-07-16 16:00:00,625.2
2014-07-16 17:00:00,441.4
2014-07-16 18:00:00,244.5
2014-07-16 19:00:00,67.0
2014-07-16 20:00:00,0.7
2014-07-16 21:00:00,0.1
2014-07-16 22:00:00,0.1
2014-07-16 23:00:00,0.1
2014-07-17 00:00:00,0.1
2014-07-17 01:00:00,0.2
2014-07-17 02:00:00,0.3
2014-07-17 03:00:00,0.3
2014-07-17 04:00:00,0.3
2014-07-17 05:00:00,11.7
2014-07-17 06:00:00,123.0
2014-07-17 07:00:00,274.4
2014-07-17 08:00:00,490.6
2014-07-17 09:00:00,661.8
2014-07-17 10:00:00,800.4
2014-07-17 11:00:00,895.9
2014-07-17 12:00:00,936.6
2014-07-17 13:00:00,930.5
2014-07-17 14:00:00,867.9
2014-07-17 15:00:00,757.1
2014-07-17 16:00:00,604.6
2014-07-17 17:00:00,421.2
2014-07-17 18:00:00,217.4
2014-07-17 19:00:00,47.0
2014-07-17 20:00:00,0.4
2014-07-17 21:00:00,0.2
2014-07-17 22:00:00,0.2
2014-07-17 23:00:00,0.2
2014-07-18 00:00:00,0.3
2014-07-18 01:00:00,0.3
2014-07-18 02:00:00,0.4
2014-07-18 03:00:00,0.3
2014-07-18 04:00:00,0.3
2014-07-18 05:00:00,15.0
2014-07-18 06:00:00,98.6
2014-07-18 07:00:00,194.6
2014-07-18 08:00:00,335.1
2014-07-18 09:00:00,379.4
2014-07-18 10:00:00,606.0
2014-07-18 11:00:00,797.5
2014-07-18 12:00:00,677.2
2014-07-18 13:00:00,709.1
2014-07-18 14:00:00,682.2
2014-07-18 15:00:00,621.5
2014-07-18 16:00:00,374.7
2014-07-18 17:00:00,270.1
2014-07-18 18:00:00,153.7
2014-07-18 19:00:00,31.3
2014-07-18 20:00:00,0.5
2014-07-18 21:00:00,0.5
2014-07-18 22:00:00,0.5
2014-07-18 23:00:00,0.6
2014-07-19 00:00:00,0.1
2014-07-19 01:00:00,0.0
2014-07-19 02:00:00,0.0
2014-07-19 03:00:00,0.0
2014-07-19 04:00:00,0.0
2014-07-19 05:00:00,1.0
2014-07-19 06:00:00,11.1
2014-07-19 07:00:00,43.1
2014-07-19 08:00:00,175.1
2014-07-19 09:00:00,434.0
2014-07-19 10:00:00,643.9
2014-07-19 11:00:00,608.8
2014-07-19 12:00:00,651.8
2014-07-19 13:00:00,626.0
2014-07-19 14:00:00,356.7
2014-07-19 15:00:00,466.1
2014-07-19 16:00:00,534.9
2014-07-19 17:00:00,354.9
2014-07-19 18:00:00,167.1
2014-07-19 19:00:00,48.7
2014-07-19 20:00:00,0.7
2014-07-19 21:00:00,0.0
2014-07-19 22:00:00,0.0
2014-07-19 23:00:00,0.0
2014-07-20 00:00:00,0.0
2014-07-20 01:00:00,0.0
2014-07-20 02:00:00,0.0
2014-07-20 03:00:00,0.0
2014-07-20 04:00:00,0.0
2014-07-20 05:00:00,10.1
2014-07-20 06:00:00,125.2
2014-07-20 07:00:00,296.3
2014-07-20 08:00:00,442.2
2014-07-20 09:00:00,613.1
2014-07-20 10:00:00,505.0
2014-07-20 11:00:00,580.7
2014-07-20 12:00:00,655.6
2014-07-20 13:00:00,502.0
2014-07-20 14:00:00,775.4
2014-07-20 15:00:00,448.6
2014-07-20 16:00:00,519.0
2014-07-20 17:00:00,416.6
2014-07-20 18:00:00,226.5
2014-07-20 19:00:00,56.2
2014-07-20 20:00:00,0.5
2014-07-20 21:00:00,0.0
2014-07-20 22:00:00,0.0
2014-07-20 23:00:00,0.0
2014-07-21 00:00:00,0.0
2014-07-21 01:00:00,0.0
2014-07-21 02:00:00,0.0
2014-07-21 03:00:00,0.0
2014-07-21 04:00:00,0.0
2014-07-21 05:00:00,11.6
2014-07-21 06:00:00,134.1
2014-07-21 07:00:00,316.5
2014-07-21 08:00:00,506.2
2014-07-21 09:00:00,679.9
2014-07-21 10:00:00,817.9
2014-07-21 11:00:00,908.4
2014-07-21 12:00:00,950.8
2014-07-21 13:00:00,940.2
2014-07-21 14:00:00,868.1
2014-07-21 15:00:00,751.4
2014-07-21 16:00:00,605.5
2014-07-21 17:00:00,424.3
2014-07-21 18:00:00,229.7
2014-07-21 19:00:00,58.7
2014-07-21 20:00:00,0.5
2014-07-21 21:00:00,0.1
2014-07-21 22:00:00,0.1
2014-07-21 23:00:00,0.1
2014-07-22 00:00:00,0.1
2014-07-22 01:00:00,0.1
2014-07-22 02:00:00,0.1
2014-07-22 03:00:00,0.1
2014-07-22 04:00:00,0.1
2014-07-22 05:00:00,10.6
2014-07-22 06:00:00,132.1
2014-07-22 07:00:00,315.2
2014-07-22 08:00:00,507.6
2014-07-22 09:00:00,681.7
2014-07-22 10:00:00,819.1
2014-07-22 11:00:00,908.5
2014-07-22 12:00:00,946.2
2014-07-22 13:00:00,936.1
2014-07-22 14:00:00,876.1
2014-07-22 15:00:00,764.6
2014-07-22 16:00:00,608.4
2014-07-22 17:00:00,423.3
2014-07-22 18:00:00,223.7
2014-07-22 19:00:00,54.0
2014-07-22 20:00:00,0.6
2014-07-22 21:00:00,0.1
2014-07-22 22:00:00,0.2
2014-07-22 23:00:00,0.1
2014-07-23 00:00:00,0.2
2014-07-23 01:00:00,0.2
2014-07-23 02:00:00,0.2
2014-07-23 03:00:00,0.2
2014-07-23 04:00:00,0.2
2014-07-23 05:00:00,8.4
2014-07-23 06:00:00,110.8
2014-07-23 07:00:00,328.0
2014-07-23 08:00:00,483.8
2014-07-23 09:00:00,631.9
2014-07-23 10:00:00,803.4
2014-07-23 11:00:00,898.7
2014-07-23 12:00:00,941.1
2014-07-23 13:00:00,933.4
2014-07-23 14:00:00,869.0
2014-07-23 15:00:00,757.6
2014-07-23 16:00:00,601.6
2014-07-23 17:00:00,407.1
2014-07-23 18:00:00,217.9
2014-07-23 19:00:00,46.9
2014-07-23 20:00:00,0.3
2014-07-23 21:00:00,0.2
2014-07-23 22:00:00,0.2
2014-07-23 23:00:00,0.2
2014-07-24 00:00:00,0.2
2014-07-24 01:00:00,0.2
2014-07-24 02:00:00,0.2
2014-07-24 03:00:00,0.2
2014-07-24 04:00:00,0.2
2014-07-24 05:00:00,9.6
2014-07-24 06:00:00,107.7
2014-07-24 07:00:00,205.9
2014-07-24 08:00:00,295.0
2014-07-24 09:00:00,364.4
2014-07-24 10:00:00,606.5
2014-07-24 11:00:00,890.2
2014-07-24 12:00:00,917.0
2014-07-24 13:00:00,850.7
2014-07-24 14:00:00,734.1
2014-07-24 15:00:00,545.9
2014-07-24 16:00:00,459.7
2014-07-24 17:00:00,269.1
2014-07-24 18:00:00,107.3
2014-07-24 19:00:00,22.5
2014-07-24 20:00:00,0.3
2014-07-24 21:00:00,0.2
2014-07-24 22:00:00,0.2
2014-07-24 23:00:00,0.2
2014-07-25 00:00:00,0.2
2014-07-25 01:00:00,0.2
2014-07-25 02:00:00,0.2
2014-07-25 03:00:00,0.2
2014-07-25 04:00:00,0.3
2014-07-25 05:00:00,3.6
2014-07-25 06:00:00,32.4
2014-07-25 07:00:00,100.1
2014-07-25 08:00:00,231.2
2014-07-25 09:00:00,395.7
2014-07-25 10:00:00,460.9
2014-07-25 11:00:00,716.0
2014-07-25 12:00:00,880.7
2014-07-25 13:00:00,865.4
2014-07-25 14:00:00,753.1
2014-07-25 15:00:00,730.0
2014-07-25 16:00:00,576.9
2014-07-25 17:00:00,393.9
2014-07-25 18:00:00,200.3
2014-07-25 19:00:00,37.3
2014-07-25 20:00:00,0.4
2014-07-25 21:00:00,0.3
2014-07-25 22:00:00,0.3
2014-07-25 23:00:00,0.3
2014-07-26 00:00:00,0.3
2014-07-26 01:00:00,0.2
2014-07-26 02:00:00,0.2
2014-07-26 03:00:00,0.2
2014-07-26 04:00:00,0.2
2014-07-26 05:00:00,7.4
2014-07-26 06:00:00,96.9
2014-07-26 07:00:00,144.2
2014-07-26 08:00:00,290.1
2014-07-26 09:00:00,586.5
2014-07-26 10:00:00,648.1
2014-07-26 11:00:00,786.3
2014-07-26 12:00:00,922.9
2014-07-26 13:00:00,904.5
2014-07-26 14:00:00,846.6
2014-07-26 15:00:00,736.6
2014-07-26 16:00:00,567.2
2014-07-26 17:00:00,387.3
2014-07-26 18:00:00,190.7
2014-07-26 19:00:00,37.1
2014-07-26 20:00:00,0.4
2014-07-26 21:00:00,0.3
2014-07-26 22:00:00,0.3
2014-07-26 23:00:00,0.3
2014-07-27 00:00:00,0.3
2014-07-27 01:00:00,0.4
2014-07-27 02:00:00,0.3
2014-07-27 03:00:00,0.3
2014-07-27 04:00:00,0.4
2014-07-27 05:00:00,2.0
2014-07-27 06:00:00,40.4
2014-07-27 07:00:00,207.3
2014-07-27 08:00:00,463.8
2014-07-27 09:00:00,641.3
2014-07-27 10:00:00,786.2
2014-07-27 11:00:00,881.5
2014-07-27 12:00:00,924.6
