,CV(%),RMSE,MAPE,R_square
wt_temp,68.11209456319037,10.988902555545147,57.43966839633981,-1.39326844574091
wt_tmpap,103.14281352765849,13.063298798595346,100.3183081127323,-2.0905799181553606
wt_hr,77.62326621953032,48.72469662027948,76.46124820435892,-0.5719880019869225
wt_max_windgust,163.93998692920653,12.716555994197122,12343.126096492688,-2.304073870873334
wt_mean_windspd,176.31184423543127,7.539100355779835,9574.893294294254,-1.820130836704056
wt_mean_pres,2.0600033657384658,20.938996376613794,1.6094338287597352,-1.629135527950695
wt_mean_solarrad,306.33375186101597,569.2453537102789,207810.68227895885,1.143976437329893
wt_rain_day,1369.3304030782033,10.86266750093381,266292.83105497126,-5.568789416589741
