,,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower,south_tower
t_hour,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,cluster,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-11,2,105.027706,104.951231,100.066445,99.8800645,100.0373845,103.8493355,103.6636105,128.5217,424.3342105,314.5637435,352.387186,346.726725,390.606769,381.5484145,429.1875325,454.687575,244.961224,225.5927285,181.355,146.5918685,137.8260855,98.5170615,97.434394,99.078825
2017-04-16,0,102.0733675,97.4472855,100.8305395,99.7952865,96.3766355,100.934327,94.7780895,95.8622865,100.9323605,100.960984,101.7189605,103.438774,101.3693605,102.7826185,102.028575,101.2928855,103.758658,99.805556,96.5333,100.660765,98.2011105,100.860474,101.1919385,96.72995
2017-04-17,2,94.149465,101.3619315,94.9598815,96.2756885,97.7278395,100.100094,105.0974075,135.699425,450.8006785,270.273575,313.144149,344.978725,338.7311545,387.236625,363.4076705,415.9803,258.0701315,220.0913355,216.9268,180.399281,152.513,106.856114,103.9336765,105.38255
2017-04-18,2,96.6571895,98.7906235,102.2140815,90.414863,96.78676,92.0468395,104.6477345,133.48165,481.5396955,333.76749,330.5905,339.6003475,373.35095,354.330962,371.3636925,418.9082,265.954267,246.032748,215.5683855,191.5045435,153.7219605,110.7762225,107.2181685,101.788225
2017-04-19,1,106.315108,106.8209355,103.6972595,105.9543645,99.5444485,98.5397855,109.6793525,138.4343895,458.4324465,343.2488605,395.208816,404.5127645,413.3620145,421.19873550000005,425.184831,434.738525,258.390234,234.8134285,201.9414145,180.67765,149.81605449999995,111.9194145,109.0373995,100.5574145
2017-04-20,2,103.7121175,96.4338825,92.666287,99.9709605,96.4491775,98.4742355,103.3979145,140.877875,436.4329925,318.4783895,388.3573115,361.3406605,411.0043995,385.3319605,413.8392185,435.7145645,278.9403775,229.4177895,217.1599395,180.2334395,153.300911,117.9753605,108.407027,112.2580895
2017-04-21,2,108.52021,110.5173,103.732875,106.6133605,107.38597649999998,102.06135,110.5467975,138.9185855,161.1081345,193.601925,226.021644,232.7717645,217.889511,283.24155,570.8139884999998,425.201,351.2415905,370.0225395,273.7553725,181.128197,143.7220895,119.851183,99.668775,98.134905
2017-04-22,0,94.3445855,93.7222975,95.7110845,95.2548565,91.1654105,92.9243355,99.08975,292.44433300000014,155.4409,183.818806,190.7505,192.837175,209.792775,141.1947,111.960274,108.670975,105.9019245,101.220125,107.6171495,110.3387855,102.9307615,92.8041605,103.950938,96.5514355
2017-04-23,0,92.242834,97.638036,93.6855895,91.22812,93.266725,97.1409485,90.5973105,92.733148,99.3154605,94.417783,97.3636,101.636149,101.7919395,100.339133,101.9084,95.4335895,92.6804895,89.1538995,93.8822395,92.764175,97.3113785,94.2536895,98.0520935,92.8334395
2017-04-24,1,88.6596525,92.937227,93.8839875,89.2863105,90.076188,93.157475,106.858299,127.833425,451.7205635,324.0317855,352.0338715,368.7814595,416.4791355,406.3035905,424.17405,450.4392795,424.644699,258.5254855,186.5939745,158.12845,137.8116645,106.3935495,94.3008855,95.5716815
2017-04-25,0,97.4158215,94.3555105,91.2772825,97.4328645,95.5694965,92.8233885,100.9979105,98.271249,97.0238325,102.2289395,112.3459265,106.3948605,104.356037,114.152703,104.4357895,103.4949285,114.6760105,106.3804395,99.320486,108.9950105,105.2748295,99.0388395,100.1746025,92.1884275
2017-04-26,2,94.442255,95.5620675,96.6886535,93.887702,98.7766395,97.036287,104.803525,140.769936,443.463667,304.7382355,305.6817185,362.51335,327.1152575000001,352.012677,355.3684,345.099337,361.4062105,245.847023,213.6128105,173.436123,146.1583645,112.049859,106.911176,101.7626605
2017-04-27,2,105.872864,96.1590095,102.412261,93.460753,91.9266645,96.901691,106.564198,135.000225,343.566341,293.3508895,305.8032045,317.837966,356.2386855,317.828352,369.4762895,353.402337,360.85275,245.274553,197.2388575,158.3480425,123.8897185,100.70228,93.674446,99.569139
2017-04-28,2,99.509707,100.811093,95.9190965,101.698203,96.213853,97.6941905,106.0872125,132.6358365,367.671261,280.9204245,309.7335825,333.348407,351.3726905,319.6342545,345.003634,369.57527000000016,294.6131640000001,220.9238205,177.0970905,156.9666855,130.3774205,118.6964105,103.0867705,100.83775
2017-04-29,0,102.1887355,101.474022,92.039192,97.5639645,96.694553,103.569,99.8389865,102.312625,303.7095375,168.9623355,183.445608,125.3833845,109.8181,106.5985025,105.0803645,100.4258775,99.39565,101.9711095,106.5443145,103.9913605,99.948892,98.270375,97.871831,89.986603
2017-04-30,0,92.7897395,96.611523,97.2169865,98.82755,96.535485,97.8480145,98.135342,97.5748895,100.170888,98.5616355,97.987636,95.8159645,101.308836,98.2194645,98.512473,97.564183,98.7110895,99.018956,96.172775,97.6102865,97.156899,97.3236145,95.11305,96.1581355
2017-05-01,0,95.4834075,95.955586,94.88581,93.718583,91.9192355,95.6551485,96.4714645,100.187931,97.3708105,98.2631645,99.062219,109.3301895,104.41241,102.094125,101.470089,111.5661,103.8799255,102.006725,109.261362,100.0439395,103.461498,96.150925,98.349909,93.4775775
2017-05-02,2,97.5346855,98.318008,96.3831905,98.1648395,94.8191675,95.8177125,104.7307645,126.647844,392.5970855,254.2197245,339.2682275,316.573725,371.408922,332.8264105,371.936381,397.540648,359.9933895,247.2106815,210.7360395,173.587325,142.5931,113.5516095,100.8231105,98.126165
2017-05-03,1,104.955601,105.0912895,100.9590175,100.608325,97.134175,103.2401575,107.817514,136.617125,407.211458,333.2087855,323.409716,367.4368105,409.7130645,420.854161,470.9112,496.478322,492.65195,467.1969185,290.2263395,194.2318605,156.2412655,116.1109,107.872576,100.3861105
2017-05-04,1,106.88583,106.3778175,102.9683435,96.9303145,102.0807965,105.20993500000002,107.5384895,150.7665295,466.879875,353.161113,386.1827995,393.5257105,414.846722,389.2505395,400.4272515,419.8453465,384.62555,401.3108655,290.01505,195.8810985,150.4846645,118.5653105,111.350659,102.4146645
2017-05-05,2,114.040394,101.9737315,100.914225,106.425669,99.9783895,103.2694365,110.697344,137.6914895,381.777184,309.7637355,322.0263925,351.3189395,338.4506005,350.7871105,347.6844105,347.259865,343.7151395,308.223092,225.0019045,166.3949605,151.2140175,112.5967645,99.398709,102.8682705
2017-05-06,0,101.2845825,97.7317725,105.3993745,98.991425,96.151799,101.3427035,102.7786855,111.609363,303.1396895,189.729231,186.8902605,139.676125,125.5319645,113.1535025,118.3031105,117.625542,112.206305,105.4736645,107.78605,114.4649395,104.112191,100.0885135,99.5230355,101.7141535
2017-05-07,0,99.227842,99.0502015,97.8956475,101.3802855,91.0710185,93.9512855,92.7097685,96.877219,97.3817355,99.213858,100.149475,101.105194,97.42915,88.392864,90.295125,99.1362905,90.21865,91.2195985,95.1421105,104.6140855,101.5437235,101.31845,101.8474385,99.92005
2017-05-08,1,455.385901,98.005553,99.571761,97.3345395,89.99184699999998,98.4707395,105.701997,134.486313,440.83096050000006,323.050502,363.333162,395.9147895,419.9851865,435.11718550000006,451.437169,463.7830745,486.93446050000006,462.5686515,254.7782105,163.656063,128.28135,108.92814950000002,104.2172895,98.2518025
2017-05-09,1,103.085241,97.1632355,97.3664405,97.1514365,102.312625,94.4503395,105.576141,128.915,436.61347350000005,328.68955,366.360698,342.3870965,419.27965,364.4931785,391.8725395,423.3811135,360.5225965,346.1549105,244.115192,167.57617150000004,130.90335,108.058738,101.1364395,109.622761
2017-05-10,2,108.1887455,101.8863315,107.97680049999998,100.280575,99.4216515,107.7823355,107.9339745,140.7491785,419.967925,325.3995955000001,338.751475,336.6335545,361.1330855,339.9228535000001,339.09015,376.9865715,343.4018105,333.102813,231.514734,170.812375,140.26367150000002,112.2025905,112.11235,102.2188885
2017-05-12,0,96.8271825,104.2623005,93.0969505,95.320625,104.9466425,94.4210605,103.2755545,129.481789,137.8298,160.1471715,172.3818605,166.983381,173.95287549999995,163.186725,161.2396715,164.6653145,156.451244,155.86479,147.2290145,122.841574,115.6302,103.032801,96.1109395,99.540297
2017-05-13,0,101.9230395,97.2178605,93.3722605,99.344084,96.3840645,96.601909,96.489163,107.5966105,106.1291645,107.78102450000002,112.4036105,109.283649,106.3585895,109.8441015,105.8851,106.1619395,104.0114625,108.7183895,106.138997,106.16915,108.717297,96.4858855,95.6787465,95.6009605
2017-05-14,0,99.40002,95.7237575,93.8848615,94.8580605,98.226675,94.5534715,95.2732105,93.701977,99.0204855,94.695715,94.6542,97.019244,97.6258,95.8351925,95.5537645,99.578316,97.6841395,98.177294,96.6169855,99.2864,96.6244145,99.4356355,98.117425,98.7089045
2017-05-15,1,95.137959,95.337231,95.5791105,96.773213,95.94335,95.027835,100.7466355,135.7586385,442.626375,297.4593450000001,317.731775,395.1220715,391.4136895,416.742428,412.415691,448.68975,479.5749435,433.35476449999993,231.3322865,188.465864,145.146928,110.7705415,105.0497745,94.3533255
2017-05-16,1,106.617075,106.0928935,103.6251545,105.745697,103.7001,101.38837,113.5763,134.849023,477.6010145,406.6815955,427.2149145,429.593724,489.5201895,475.0725325,519.4909605,504.87484000000006,530.070075,493.5165545,347.797375,181.9023425,126.7262855,101.0612755,108.0956645,104.067617
2017-05-17,1,104.29005,102.2529745,99.0174265,91.8938895,103.133748,100.3716895,104.531274,135.3461105,490.9998715,306.8904605,393.6144215,414.8805895,417.060564,480.2193,426.9736905,449.946125,442.1004455,377.535225,338.774199,184.9421145,142.1453935,118.590875,107.1897635,97.4778755
2017-05-18,2,106.3221,103.2336025,103.09267,103.8567645,100.739425,102.2215105,112.9249515,130.3717395,358.763016,319.0290095000001,331.96705,343.260878,364.1702355,345.1804005,357.2547105,355.95004700000015,326.7848855,328.3113265,272.0069355,172.0523625,139.0789645,110.4235635,97.855225,100.807597
2017-05-19,2,101.323694,100.826825,102.797695,97.8733605,101.8478755,104.2098605,106.040235,133.4416645,338.5847595,275.06965,311.365559,310.564975,340.721034,303.4877600000001,329.9968355,361.858724,315.9363605,339.1952485,265.182525,159.123499,134.279175,105.00061200000002,98.1683355,94.7086065
2017-05-20,0,97.9996535,92.2177065,93.529799,94.8689855,90.3971645,93.101102,92.3405035,103.3030855,101.6027185,100.1750395,104.437319,105.446352,105.677525,104.7272685,109.1261105,106.74162,107.0070975,113.325025,106.380658,102.3818895,102.61197,97.362289,93.135625,95.1080245
2017-05-21,0,97.1715385,91.151645,91.5552145,92.441669,95.4340265,93.6016855,92.012535,92.4545605,95.7220095,92.736644,91.87925,92.672842,99.5086145,94.788359,95.0293645,95.8194605,100.166955,96.260175,95.846336,95.0171285,98.1464855,94.402051,95.5756145,92.9072925
2017-05-22,1,95.380931,94.2716065,93.37379,95.1158905,95.3680395,92.88435,101.000314,130.389875,507.546658,333.8498645,378.5117015,414.2565535,452.3424145,456.888744,469.0502355,479.3289125,430.728176,451.2389895,299.2490785,167.7824355,128.884847,105.611975,106.4044745,96.6016905
2017-05-23,1,102.049551,98.220994,98.7183,94.5731365,97.8624355,96.762725,110.2181735,129.6760355,437.6688285,343.7605875,402.3203355,436.2651845,471.6831605,480.49417300000016,530.070075,522.7439885,558.1608719999998,475.5471145,453.769001,193.9587355,128.591183,105.221297,103.59085,97.7654215
2017-05-24,1,101.106942,100.4376765,93.4452395,94.5810025,95.4882145,104.6490455,99.5501295,128.0613205,478.7699895,410.6246465,449.096597,510.1028895,513.82023,538.3221645,538.515974,496.1866245,483.595125,481.0048075,445.532425,186.551367,124.4425235,109.610525,102.9198365,98.1552255
2017-05-25,1,105.480875,97.697905,91.4204,95.177289,102.333164,99.199,101.812697,136.58435,444.6922925,506.578703,477.87763550000005,535.8579215,576.3337355,526.3665,501.5328825,498.8282895,484.5895185,483.835475,446.301545,182.5512875,130.8633645,97.7881455,94.218511,103.317725
2017-05-26,1,104.625666,99.6327225,99.795942,98.2727785,92.873425,101.6158285,109.28496,129.4977395,391.652073,362.1491105,343.6207475,361.6832685,366.653925,352.762569,373.798875,404.792663,408.21918,365.5505,381.6930615,182.0979,129.6227215,100.646781,99.9783895,92.646185
2017-05-27,0,96.3137075,94.8099905,92.6219315,85.327309,89.2791,94.7147245,92.7268115,101.4204895,107.2579355,100.3533355,99.1747465,104.453925,104.8828405,107.2107395,107.4436605,110.5647145,106.5368855,101.7054135,109.715405,103.7073105,103.650719,97.9498355,100.8318505,93.996952
2017-05-28,0,91.977575,91.400298,96.4937515,91.0417395,91.4831095,90.4321245,96.4933145,88.7164625,93.49615,94.208023,97.0688435,92.6730605,94.945242,100.0985645,91.39418,99.8665175,97.527475,104.1665975,97.8917145,98.4134925,97.221575,97.990695,92.8054715,94.7780895
2017-05-29,1,94.0146505,96.3521635,94.256967,94.3992105,93.395203,98.4816645,99.060908,125.361316,416.9017145,353.1766265,354.4325645,385.543687,381.150526,377.0071105,391.0286925,402.1346105,402.9360685,379.371062,352.6443605,200.4473115,132.4984,105.7651435,104.53477,98.270375
2017-05-30,1,99.333159,99.4330135,98.1486705,96.20555,96.1070065,100.957925,106.887578,127.014924,396.6284105,313.9890885,340.5831605,399.7166895,375.9945815,381.599325,400.191053,412.402144,405.6415355,393.9740725,346.2351,179.56745149999998,132.3758215,108.00455,95.36214,103.204542
2017-05-31,1,103.0081105,99.1275505,99.29077,97.8606875,95.2080975,99.8545,107.536523,126.641289,390.994825,316.6858155,377.7792895,376.690067,432.054908,442.68471449999987,449.348309,411.1296,441.244581,380.22496,375.6633355,194.6977025,137.5940385,112.1706895,98.806137,97.082172
2017-06-01,1,97.9463395,101.55443,96.226526,95.7394895,90.982526,97.874453,100.0220895,129.619444,398.248588,319.5162645,354.7992075,360.1354145,410.449628,399.329289,447.1893105,434.273994,427.8922645,418.58482,357.2271795,181.1839145,139.3324245,107.2518175,97.505625,99.9364375
2017-06-02,1,99.4238365,101.144524,93.632931,92.8465495,93.6855895,100.985456,104.997116,124.91645,379.322992,314.257625,350.8972345,358.1514345,400.05165,358.6299495,424.556862,417.8775355,398.6941095,414.6839395,334.325539,196.5409685,138.46345,104.9138675,103.4306895,97.2619975
2017-06-03,0,97.4166955,99.29951,97.7518745,96.7812975,95.4834075,95.0475,95.6201885,102.902575,328.3991635,175.740424,202.101575,186.804827,185.8925895,126.8639405,105.8866295,110.3387855,105.7987925,105.559535,105.8451145,107.9444625,103.6819645,91.5311795,95.7482295,97.1706645
2017-06-04,0,96.6947715,97.5102135,95.823612,96.3585,95.582825,97.046775,92.67022,93.6873375,97.9572645,92.32062,95.9287105,93.2485895,97.0233955,95.3824605,88.7903155,90.972475,97.460177,89.0245475,96.4094105,93.7008845,100.9542105,96.788945,97.4673875,93.4924355
2017-06-05,2,95.156313,96.5938245,95.931114,96.4858855,93.8337325,96.587925,98.8631655,125.310187,432.57166050000006,284.3132925,295.0624,308.556523,335.7634875,306.7012395,329.7429385,346.617475,324.007969,311.2233155,281.242275,161.5748505,132.01813700000002,108.2084105,106.0391425,100.1684845
2017-06-06,2,101.6861855,99.4797725,102.203812,97.7496895,99.18589,103.656837,104.2172895,122.80464750000002,311.6065645,262.1814275,362.111747,334.7238645,345.6047275,328.656775,340.7116385,340.5613105,333.6466595,336.4242315,302.2910355,168.040047,125.0547605,107.7884535,105.5829145,97.188363
2017-06-07,1,105.0803645,106.98633999999998,97.028858,101.952974,100.88145,103.8502095,105.8778895,125.681637,313.995425,304.4166035,321.642925,352.9174855,382.1820645,373.5657355,415.34665,469.000636,437.2038605,398.2177795,374.410675,173.4769825,116.6353,102.6563255,107.7499975,103.7147395
2017-06-08,1,103.407747,102.116849,102.1559605,95.9737215,96.136067,105.1422,102.345837,121.6972895,382.1672065,300.9691105,405.1350525,409.6693645,407.1369495,406.6103645,412.8786925,395.0761865,390.0598635,376.6138105,355.558932,194.2427855,133.142101,113.2194895,103.6745355,104.585025
2017-06-09,1,108.8542965,102.1065795,99.8652065,99.1734355,96.3657105,100.4516605,101.3212905,129.9128895,434.985867,325.7325895,375.98169,411.8106645,385.8458725,395.9287735,400.3357,408.305706,386.253375,341.4541015000001,301.672025,174.47989750000005,119.4467395,100.486402,99.6178645,101.713498
2017-06-10,0,99.3670265,98.7399315,97.986325,96.11815,97.8807895,96.9447355,97.2034395,103.170019,104.987065,106.901125,338.8307905,198.7329605,189.032216,193.3288,220.289078,185.3354145,185.8956485,124.7925605,106.755167,102.3491145,103.1501355,97.6295145,95.955586,93.3869
2017-06-11,0,94.0273235,96.260612,91.3218565,91.1326355,93.807294,95.76855,92.035259,92.5965855,90.141738,96.1362855,324.260992,176.30765,171.130511,188.2196145,189.6084005,177.5930855,167.49357849999996,121.4423,90.00670500000004,94.58865,96.7909115,98.6673895,95.181659,95.856824
2017-06-12,1,96.3840645,95.8609755,95.6306765,95.256386,95.0328605,98.851585,97.330825,124.694017,421.19873550000005,357.609336,391.0276,427.1917535,451.5448895,433.60756900000007,461.089625,537.7995125,514.32715,456.594206,426.020375,180.6494635,136.398625,106.3498495,95.713925,101.384437
2017-06-13,2,96.906935,96.4059145,97.8156765,97.962727,91.6644645,101.6866225,96.8245605,103.308985,101.4969645,114.2403215,494.6003145,291.1567125,290.2918895,307.5254215,314.4907645,308.4518615,305.364675,276.5722745,129.41755,98.1530405,106.874031,96.893825,95.2836985,96.3766355
2017-06-14,1,94.0456775,94.469349,95.2408725,98.1866895,94.280565,95.5236115,99.3010395,130.93372150000002,483.95193550000016,352.05899900000014,392.2986145,435.538672,418.6060145,412.762669,445.8711,410.5254475,434.0356105,410.5411795,385.0881145,195.5065895,130.7104145,105.22523,101.5550855,101.7773
2017-06-15,2,106.014889,101.415464,102.2215105,104.5957315,95.767239,95.8850105,99.1061375,102.9609145,103.8978425,107.8697355,480.76118,278.7476605,281.6082625,289.894875,270.115381,278.969875,285.2327405,279.472425,148.0151775,104.5013395,102.31481,104.6870645,100.814152,102.640375
2017-06-16,1,101.7735855,99.18589,101.4895355,100.7553755,97.0976855,101.937242,102.45028,123.6528645,475.420603,339.112,401.4214265,354.8586395,498.0705315,450.39405,445.729949,252.43305,323.8473715,336.8686605,317.2250735,196.45335,135.7665045,110.5354355,110.4301185,99.60541
2017-06-17,0,108.3067355,91.4905385,100.1562485,100.0155345,89.6249855,93.44808,99.4175,104.8513765,181.24575,245.975064,245.3355145,248.271936,254.1773355,256.147113,242.5277895,240.516497,138.8967355,100.583416,106.1182395,113.618689,100.4306845,103.5106605,102.323987,97.0976855
2017-06-18,0,105.85888,94.2584965,97.2799145,94.611811,92.302266,101.3403,93.189813,92.2906855,100.8475825,154.5085605,240.548835,238.1175855,233.4290125,245.8306355,233.724206,232.5314145,131.5407145,90.8158105,91.0775735,101.18735,92.2592215,97.9681895,102.5610595,96.577
2017-06-19,1,92.786462,101.9601845,90.282015,97.505625,100.2165545,95.2697145,104.571478,131.023525,278.716852,459.4108895,599.9015825,601.454025,556.2094485,495.3541395,370.491222,398.227175,376.9970595,355.6378105,333.96414,183.2413105,131.00691899999998,116.4860645,94.2694215,95.8295115
2017-06-20,1,98.619975,100.1387685,93.7935285,91.484202,101.3003145,94.4848625,101.359965,125.4008645,496.920566,570.973275,580.9882225,492.268264,489.0102105,475.367289,481.837948,538.8172855,506.866686,463.1581645,443.39789850000005,191.5058545,137.4655605,105.20338,116.869969,109.8143855
2017-06-21,1,116.5437485,112.0260425,109.69836200000002,117.1852645,107.49326,105.763177,113.64185,129.4566615,503.3366,588.544608,529.186898,544.5712645,559.51732,549.006159,567.29155,601.885344,545.3578645,549.2515344999998,482.4862375,200.0513895,135.3389,102.1013355,106.596099,108.4373985
2017-06-22,1,102.0427775,104.424209,108.542497,100.328208,99.078825,106.7427125,101.4895355,130.059066,584.9255925,441.533875,492.7382575,507.768217,521.5632145,511.9072625,558.9651705,584.4829115,568.4314645,523.9924975,459.801349,197.2253105,123.884256,104.20265,107.9899105,99.943211
2017-06-23,1,101.33156,110.954737,99.8953595,99.230901,106.5989395,100.9004595,101.4436505,136.9166885,530.8276145,413.842933,484.9762635,508.888685,544.5529105,601.572452,556.909741,553.595533,550.4467295,524.3635105000002,476.737284,173.2672225,122.9718,103.798425,98.952969,105.89012549999998
2017-06-24,0,92.818363,91.505615,98.204388,94.0788895,90.830013,93.85449,97.2231045,97.0286395,102.2079635,451.4072345,245.44105,245.5666875,247.869459,227.3896725,219.7819395,224.4731345,186.7451765,145.684875,99.186327,99.6401515,103.5408135,96.828275,94.9502675,90.977719
2017-06-25,0,97.380206,92.974809,90.8997145,90.2879145,97.156025,91.9992065,88.3214145,89.8919925,96.888581,92.3544875,91.8318355,89.7635145,98.019537,92.4401395,91.238608,89.323237,100.996381,93.2739355,90.87415,92.8006645,98.6922985,90.7830355,91.2567435,91.65201
2017-06-26,1,102.859312,97.08392,93.5304545,93.047788,101.586331,95.0839895,93.528925,125.3768295,564.3935845,346.0675105,393.0742895,420.9902865,418.2236395,434.1514155,468.4178965,459.0053535,441.1552145,457.6825545,378.761884,202.997425,138.5217895,120.4933545,100.8148075,101.613425
2017-06-27,1,110.450439,103.153413,101.5039565,105.7725725,103.368417,102.3744605,102.5164855,136.6903225,462.34228550000006,384.024675,416.821525,468.7246705,435.044425,453.01233550000006,458.052038,444.78231449999987,430.608001,417.2039,393.7398405,189.326317,141.4531855,108.1314985,100.7103645,109.176147
2017-06-28,1,101.0962355,100.3502765,109.6448295,99.96375,99.2411705,109.3992355,103.9703845,131.4131105,493.74466849999993,353.5148645,363.251006,376.071275,385.9048675,344.6765395,383.794376,403.1615605,347.880842,377.8120645,311.825283,174.7563,139.2646895,102.1546495,99.8145145,109.3533505
2017-06-29,1,100.754283,99.066152,98.82755,105.8306935,98.2011105,97.7855235,98.4488895,136.3512105,420.7873,312.685736,379.021025,352.42848250000014,373.3909355,355.4149405,341.176825,414.1625985,350.004225,335.6743395,328.918101,183.1941145,131.1194465,111.336675,97.972778,98.8456855
2017-07-05,1,102.220855,101.0695785,110.9025155,101.3475105,100.275331,108.4889645,103.5543605,135.52790249999998,531.1042355000002,426.2849785,421.235225,442.6453845,453.048825,450.0031535,440.51413550000007,509.6125755,475.0227145,464.638502,415.3503645,182.4730645,125.616524,110.8050645,98.1145845,100.4407355
2017-07-06,1,97.665567,104.8443845,95.739708,96.20555,95.4768525,103.4743895,97.5220125,126.4241,468.23239,369.4872145,412.2585895,410.4741,433.9119395,421.2651595,431.28251050000006,465.2824215,452.05465,434.97232,380.8929145,185.596522,125.386225,104.4331675,102.0030105,102.7834925
2017-07-07,1,98.1355605,97.548888,100.5906265,98.576275,95.859883,96.16185,100.310728,125.3462395,456.4851745,358.176125,398.4786685,402.84845,409.6001,418.853575,428.50756050000007,471.6866565,454.643875,411.0773785,387.2656855,180.702559,141.6826105,99.9871295,96.3001605,108.242715
2017-07-08,0,95.350341,92.2688355,100.645033,92.4750995,92.3855145,99.5204135,93.2995,102.0991505,389.0027605,238.438562,202.5894855,219.50073,204.264725,211.6921955,236.034625,216.041875,175.15549950000005,120.1166605,113.82976,103.3030855,101.773367,99.5413895,100.132869,92.9571105
2017-07-09,0,94.096588,101.6643355,89.0743655,89.03875,101.0673935,88.48528950000002,87.892499,93.45245,91.5696355,89.901825,89.00968950000002,100.8554485,92.1158855,90.2105655,99.5486,91.9266645,91.6321265,101.3986395,96.443715,93.9477895,101.6826895,90.322656,89.2828145,94.1051095
2017-07-10,1,99.6615645,93.919166,92.62215,102.2870605,93.441525,99.0764215,101.4641895,126.4518495,520.9986105,354.8040145,372.418392,395.648875,427.0462325,402.356825,412.0982105,443.4009575,422.9760145,408.3618605,363.555595,188.2231105,138.2193855,100.57555,100.1510045,109.938275
2017-07-11,1,97.9109425,95.670225,103.9306175,96.566075,95.770298,103.6308355,99.4758395,121.451477,440.9367145,342.142158,377.6481895,426.05315,450.414152,442.167525,474.4375715,467.3096645,477.54988550000013,454.752688,409.3451105,198.487585,139.982025,113.0547405,104.9855355,101.2129145
2017-07-12,1,106.9642715,103.569437,99.0825395,99.166662,107.1814605,99.8726355,97.2506355,139.5850105,493.89368550000006,412.5024355,472.626425,508.8006295,518.1072,538.5515895,536.1952855000002,508.5659605,489.52281150000016,484.359875,438.98813150000007,192.8081145,137.5494645,105.265434,112.2653,101.5397905
2017-07-13,1,99.61415,106.43135,96.488726,97.4472855,98.0918605,105.6183115,95.6446605,128.632698,488.380275,512.7513280000002,489.43628550000005,550.325025,577.7810795,578.2530395,531.0871925,497.7467145,508.5733895,482.1042995,447.455225,192.2338965,140.7867605,125.735825,108.136524,118.53625
2017-07-14,1,108.9019295,102.977739,110.84505,99.6698675,99.7598895,109.09705,99.881594,128.8675855,508.7407605,424.3023095,443.37648550000006,468.040547,516.1042105,539.968125,541.0416155,554.6004144999998,550.3361685,481.1297895,431.5302895,174.5817185,127.1195855,110.2841605,95.4300935,98.5035145
2017-07-15,0,100.740736,97.6767105,95.2819505,96.3840645,99.885964,94.2427645,91.5578365,109.5122,409.1812355,241.997053,245.22255,254.1773355,245.8852605,248.512286,293.7114145,251.5990355,194.127636,129.9638,101.824059,103.132,101.5843645,101.3108025,92.4073645,90.155285
2017-07-16,0,95.5900355,97.0439345,90.316975,90.989081,100.302425,94.0496105,89.4357645,88.20845,97.68698,92.0686895,91.0780105,143.61852050000005,155.02575,93.1174895,91.3767,104.8872105,93.9831865,90.666575,91.908966,101.2238395,94.5486645,92.502412,98.4960855,91.8654845
2017-07-18,1,99.8918635,99.930975,103.919037,95.3461895,95.988798,100.2222355,99.0541345,123.0336355,498.0124105,363.4011155,418.97375,450.40082350000006,464.629325,441.2753895,459.148034,450.3322145,460.95677699999993,415.5033145,353.3068525,167.7133895,118.0190605,112.7348565,100.215025,101.060183
2017-07-19,1,110.3715605,102.701992,101.2968185,106.1947145,102.443725,100.894997,110.4663895,133.585219,489.057625,355.4957855,422.78439,419.7822,439.2123125,425.8711395,448.9263855,470.8458685,461.3992395,456.3300395,376.4355145,174.6214855,124.978941,104.7307645,113.544399,111.5951605
2017-07-20,1,108.919628,104.90185,115.170039,100.4372395,101.0481655,111.3001855,104.366525,130.80633600000002,471.8326145,331.169525,387.1000625,380.8745605,379.413014,388.5876105,414.243225,423.992695,405.896525,383.556648,295.750675,166.354975,125.90843999999998,117.039525,107.731425,107.6258895
2017-07-21,1,116.610391,102.4765,101.7993685,110.3134395,101.22668,100.608325,111.215626,126.7337145,409.6073105,325.889691,330.7397355,386.1329815,365.0516645,351.28245,373.2895515,392.480625,397.3739325,356.8360645,289.9084220000001,164.0460855,115.6374105,100.7164825,105.6082605,101.752828
2017-07-22,0,104.822316,104.3593145,96.095863,101.526025,97.3636,92.1268105,90.5645355,107.609065,101.3658645,104.2391395,107.8854675,114.90915,106.12545,103.6854605,108.9805895,106.839508,101.9702355,101.49325,110.7626755,103.5762105,102.3491145,92.7460395,99.96375,91.815448
2017-07-23,0,92.5952745,91.8501895,99.2892405,90.4080895,91.2370785,91.39855,98.1027855,90.4190145,90.2149355,93.0226605,101.0175755,92.8662145,92.7241895,92.436425,102.8698,94.575103,99.2864,108.6353595,101.4277,97.5639645,95.3300205,101.5987855,92.113045,92.6149395
2017-07-24,1,95.087267,105.322244,94.905475,95.3815865,95.6957895,104.1845145,100.97759,119.2282395,485.6381,432.8048,403.8900395,402.3177135,435.58346449999993,444.929802,453.595075,462.56078550000007,455.70534800000013,449.02121449999987,376.3625355,179.0220755,140.6849395,107.9562615,107.0722105,110.527351
2017-07-25,1,104.2682,103.7217315,112.54935,102.5435795,102.8698,110.804409,104.6031605,131.64625,482.0479265,353.4200355,424.291603,472.539025,455.5288,467.312942,504.024875,491.12245,470.4910245,426.0385105,356.616035,177.8115855,147.7934,108.898215,107.9025105,116.1692395
