,,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil
t_hour,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,cluster,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-09,2,112.1860121,109.7373378,102.2265682,92.9232476,91.2878073,95.199921,109.0493342,186.3166819,306.9183296,349.83933110000015,386.7053664,397.8640441,398.9798546,375.1780608,379.2079598,361.7866167,363.895489,343.3922563,279.3758503,195.1374073,150.5935649,130.3291481,123.0550945,122.0456153
2017-01-10,2,120.5527773,108.7608843,107.8741538,102.8237034,100.3441033,101.5366556,125.6125818,196.9847466,304.1332895,333.4494207,369.1895278,367.1360165,370.2873937,354.6984997,369.7173663,369.5896542,368.7109415,344.9977253,285.4115356000001,200.6002017,153.0332669,126.9101291,131.2277144,126.652605
2017-01-11,2,121.9045402,111.588686,110.4415679,108.27771640000002,102.261312,106.0913387,124.9927295,190.6714927,310.1076958999999,335.3887738,369.1931549,376.1827675,371.2896187,348.90735730000006,357.065087,365.014163,372.7270957,334.9069422,272.0998877,190.4101506,152.3151011,131.36802590000002,123.701291,120.2643274
2017-01-12,2,111.4644101,104.0296187,100.9446747,96.2733517,92.1380759,100.027782,119.6282486,196.11099730000004,305.1908755,335.3181408000001,387.8841739,390.5714732,377.6471614,366.1120289,376.2995983,379.829912,378.2994667,338.3675774,274.1047195,181.04956,149.7032073,125.5299221,119.7924226,119.5041636
2017-01-13,2,118.0059804,113.3944091,104.8846598,101.4860671,102.2483308,113.3778008,120.2103027,197.9760903,329.36244260000007,362.2224414,380.9312141,365.1122856,384.2379839,361.6115614,359.728142,382.7041024,371.3934683,334.8082469,262.5995583,187.6732173,149.7662043,133.486825,126.1207576,116.04811
2017-01-14,1,107.1336527,103.4469919,104.435663,102.6719379,102.0314684,98.5925958,96.6958134,107.7989392,118.0535145,123.8876094,126.6436327,124.2871631,125.8538794,130.5345565,125.26858,125.6265175,127.4366313,134.3538928,134.0929325,132.3574606,121.2503259,119.547307,119.3997413,120.6531907
2017-01-15,1,118.8430769,109.962218,105.81701540000002,103.6044844,101.365991,95.5049792,96.1097504,96.0503805,95.5402957,90.969577,92.4595515,102.2294317,107.49617179999998,106.0798847,108.7162137,112.2075838,116.7229415,125.1299866,129.3570853,124.7407415,117.292778,115.6218303,113.6738867,114.0171249
2017-01-16,2,110.494829,102.3428263,99.8162648,99.8670442,99.6162016,98.9923404,116.8636348,198.0566501,306.9196659,357.5768899,382.3032124,374.3594816,375.9729684,361.1799365,356.0697344,358.28092910000015,357.23117,321.4990807,280.6544985,199.1371441,154.4140466,134.6490242,129.4697163,128.5085348
2017-01-17,2,126.2908495,112.3648854,105.4714864,99.9760481,104.512023,115.9079894,121.274952,205.2990143,313.04621960000014,345.8510483,368.8959236,405.6804446,393.8570531,375.3540706,374.3176745,362.3440447,373.367947,326.5355954,265.1205837,199.9513326,157.679582,124.9072063,118.0206797,117.5552655
2017-01-18,2,109.0542976,106.8747923,106.0682398,101.9184556,100.7232307,114.4947567,122.06699609999998,194.1983702,309.082372,363.196795,394.4041725,408.1272099,404.5039279,393.0476371,392.0902736,391.5519356,389.76606610000016,359.08786339999995,290.998415,203.5496067,164.391626,145.59847549999995,126.163901,121.6027273
