,,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil,civil
t_hour,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,cluster,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-19,2,118.088831,115.2003231,110.0559499,102.1355089,103.4051848,115.4757918,128.1103174,196.8127457,316.6895461000001,353.8677029,385.5742839,386.6032349,380.5574319,363.3397791,366.039296,380.7317236,368.8802698,335.8253621,272.3560755,199.6206938,161.6340755,140.7301437,139.91900959999998,131.1587995
2017-01-20,2,129.031219,123.5434167,114.9364993,110.2434137,109.114622,115.4463932,136.5998313,202.0164888,326.6554806000001,352.49093210000007,376.8146465,376.3587773,384.6392557,365.8974573,363.4600461,363.5892854,352.4653515,321.4446742,262.197332,182.9715412,140.38747819999998,124.3459603,118.4927754,111.1755784
2017-01-21,1,110.2846481,99.0328112,97.2188794,93.7502264,94.9139528,89.2791575,91.4178102,104.1065514,109.7967077,112.2698172,119.3241449,117.5105949,115.6752823,119.9025719,113.841306,114.7927516,112.49469740000002,108.8887873,102.5203633,100.2242181,96.4180539,94.8015127,95.322097,96.6761507
2017-01-22,1,94.4147493,94.7618055,93.4184422,93.0112525,94.8919993,90.1242718,87.2628717,85.31321,80.74974549999997,81.1989332,82.41267540000003,84.3380928,83.9076133,85.5665343,88.5556465,91.6442176,94.3536613,104.1382408,109.8283971,115.5571152,109.4044082,104.9627379,111.6562646,108.1975384
2017-01-23,2,105.3523648,94.0115685,92.1502935,91.0327649,91.8710068,104.5981189,118.001017,181.9973785,280.3068696,343.967438,380.2565735,398.5898459,398.2399262,374.2189792,391.7970512,373.8007173,375.9189437,343.2175828,285.6793683,200.9258771,170.0185944,141.54108689999995,136.1472074,135.5769891
2017-01-24,2,133.2951614,129.3045878,124.75315,115.746488,114.4812028,124.6580818,132.429239,195.0461571,306.5655464,344.06575150000015,382.5435555,389.2437637,392.53220710000005,376.6523815,371.96941360000005,371.9442148,372.8643528,334.2319198,270.6291941,189.5125388,154.6807339,133.6897517,126.1786003,127.7779605
2017-01-25,2,123.8267123,117.7746096,111.3454794,107.5127801,101.5446734,112.4334185,123.7383256,192.3172416,308.6438747,349.1679358,388.4778729,401.9409045,391.152191,377.9665371,378.5695902,387.003934,383.8684015,335.4023277,275.0256211,196.3773028,156.42403269999997,138.0445625,132.85876399999998,125.7070773
2017-01-26,2,121.2258907,116.7433678,111.684136,109.4063172,106.7249358,113.4392706,133.6981513,199.7079351,313.9297048,348.0003914,384.6917532,389.3258507,389.30084280000005,382.9791893,394.6166442,396.17477,388.4162122,330.613983,270.7471703,187.9059244,151.19890880000003,135.989524,135.3696717,129.9763649
2017-01-27,2,124.5007802,120.8137376,119.1458443,114.4498952,110.460467,117.21107279999998,136.50342680000003,196.2537905,315.3221294,342.0859276,374.7048197,384.3975763,380.715688,360.696005,364.4693344,366.7641433,362.3610348,340.454878,276.37203880000004,193.8415781,152.29162040000003,126.667877,126.38992659999998,125.7819101
2017-01-28,1,121.6191447,120.364359,113.0922144,106.43362240000002,103.9479135,97.8333865,97.6350414,113.7408926,126.324257,127.26329409999998,128.4167119,131.6278408,134.4289165,128.1051631,127.8856281,134.1857099,135.1092841,137.91780490000002,142.44614380000004,129.71177749999998,119.7156808,115.18008770000002,122.38961709999998,120.6631175
2017-01-29,1,119.9859952,117.3928096,113.4375525,106.1793436,106.23985890000002,104.4417718,98.355498,92.7081033,91.3622583,93.5425272,95.34099609999998,98.5576611,99.2826993,100.8585788,109.67892240000002,116.235192,119.2577117,123.3893604,130.42975239999998,128.9172517,117.2351262,114.6955835,116.5770939,115.4057315
2017-01-30,2,110.76857959999998,103.4824993,102.5759152,97.6443955,99.3048437,112.2240012,119.5152358,190.6094502,304.5114624,324.3486450000001,370.7701798,379.9742324,382.8604495,375.3410894,366.7366537,372.737977,370.4964292,319.9279737,264.4757235,177.4944293,136.5366434,113.129249,101.0313433,97.9116555
2017-02-01,2,102.1729253,94.6949905,89.2348687,81.94936109999998,77.99677659999998,90.05153890000004,107.0865004,179.3064521,296.4585368000001,328.9102005,371.5450429,384.7177156,382.6758492,360.7956548,359.2085122,377.4629429,374.7489176,345.0605314,273.6463686,180.57364630000004,136.1357534,114.246014,106.5596164,93.08742159999998
2017-02-02,0,85.57607929999998,79.18302920000002,77.12092740000001,75.7237303,72.88161109999999,75.9846906,97.7451907,177.1048024,283.5116988,323.9634088,354.94876960000005,353.6781392,348.2254625,326.1742217,317.5652044,325.3054358,336.7729897,311.571708,261.63169530000005,159.07639730000002,124.9791756,97.3210109,98.4347215,88.69137640000002
2017-02-03,0,82.0276301,74.9589849,76.5236013,73.5961498,78.6256012,93.7278911,105.3115122,189.0270801,299.5994145,328.3340643,342.5494328000001,355.9817295,346.1981045,307.7928425,314.9533106,327.1130679,318.8161721,271.5527683,224.6677283,154.28709809999995,115.8925265,84.9279738,84.62597,82.7790125
2017-02-04,1,79.87217820000002,76.4247151,74.7279959,71.5174397,71.20512729999999,73.1001916,73.3388166,86.9408234,102.751925,107.2583104,108.2046017,108.2387728,112.722632,114.97067040000002,108.4899972,103.3192798,103.8698354,91.2524908,87.22774609999998,78.9319957,76.1219477,76.0704047,75.4331805,75.33047629999999
2017-02-05,1,73.8924266,70.51445109999997,67.2725873,68.2856936,68.349836,68.3778983,68.0913574,67.6406425,65.68830820000001,67.32164859999999,67.19336379999999,67.9319559,69.17070600000001,68.18298940000001,69.4944724,69.7812042,70.0801536,68.96338859999999,72.1529458,72.19838,73.20232309999999,71.2316624,72.5435272,73.24145759999998
2017-02-06,0,68.2864572,62.7673473,64.0299599,63.638424,60.6958914,75.3873645,85.9586429,166.23152019999995,269.4192699,282.8630206,315.6991569,324.2392593,327.1636564,309.9616574,307.809069,306.0111728,285.2647335,243.7722367,206.6444775,141.4490731,110.7741157,95.8695982,93.6311048,87.7874649
2017-02-07,0,82.2076488,77.1757157,77.74593399999998,77.62853050000002,76.3349921,87.0584178,98.2762745,176.28221430000005,274.0842932,311.46747660000005,339.3822109,345.1731624,332.6653944,304.1275625,290.1471919,301.1023702,296.4018395,256.90596580000005,215.2659033,145.4793539,124.6659087,105.26760520000002,100.0743616,92.3793735
2017-02-08,0,85.4472218,75.3201677,72.4753759,72.0099617,76.2586321,87.332932,99.7870571,174.19166840000003,268.3200677,301.2812435,328.7446902,333.6638014,326.064836,308.06086610000006,308.0767108,317.1973401,290.3354193,249.0469946,210.15932830000003,139.3659723,107.1344163,85.34108140000002,84.31423029999998,82.9334506
2017-02-09,0,79.60873620000002,71.486323,68.85171209999999,68.6033512,68.4953018,67.84127840000001,94.7366067,168.31118480000004,273.8208512,300.0615834,323.0003183,318.3961921,313.4142748,318.2425176000001,317.7083794,316.2649845,324.3539902,288.07401789999994,228.0772023,157.0173499,112.7829564,91.666362,90.1916595,90.0509662
2017-02-10,0,87.1647491,72.79952409999999,71.7608372,70.44152729999998,71.2104725,70.8122551,97.1308745,167.8648606,277.6384694,311.5529998,337.0121874,348.13745760000006,344.31602139999984,325.1689423,325.0446664,319.5686999,320.5848606,275.17318680000005,223.7494993,155.3626287,114.0091071,91.4943611,81.924735,80.4979484
